Word, Fontsize, FontFamily, FontFaceStyle, Left, Top, Right, Bottom, RecognitionConfidence, Id, LineId, RegionId, ImageFile 
form,9,Helvetica,r,651,430,674,438,201,22,2,9,i_0736.jpg 
the,9,Helvetica,b,678,430,694,438,195,23,2,9,i_0736.jpg 
Interior,9,Helvetica,b,697,430,735,438,35,24,2,9,i_0736.jpg 
layer,9,Helvetica,b,596,442,621,452,189,25,2,10,i_0736.jpg 
the,9,Helvetica,b,638,441,654,450,205,27,2,10,i_0736.jpg 
membrane,9,Helvetica,b,657,441,715,450,192,28,2,10,i_0736.jpg 
Phosphoftpld,9,Helvetica,r,596,469,665,479,23,29,2,11,i_0736.jpg 
heads,9,Helvetica,r,669,469,699,477,158,30,2,11,i_0736.jpg 
face,9,Helvetica,b,704,469,725,477,196,31,2,11,i_0736.jpg 
the,9,Helvetica,r,729,469,744,477,195,32,2,11,i_0736.jpg 
aqueous,9,Helvetica,b,596,482,640,491,197,33,2,12,i_0736.jpg 
inlracellular,9,Helvetica,r,644,480,706,488,26,34,2,12,i_0736.jpg 
and,9,Helvetica,b,710,480,728,488,208,35,2,12,i_0736.jpg 
exhacellular,9,Helvetica,b,596,492,660,500,38,36,2,13,i_0736.jpg 
compartments,9,Helvetica,b,664,492,742,502,194,37,2,13,i_0736.jpg 
Membranes,19,Helvetica,b,101,521,223,539,210,39,3,14,i_0736.jpg 
consist,19,Helvetica,b,231,522,301,539,206,40,3,14,i_0736.jpg 
mostly,19,Helvetica,b,309,521,376,544,210,41,3,14,i_0736.jpg 
of,19,Helvetica,b,383,521,404,539,211,42,3,14,i_0736.jpg 
lipids,19,Helvetica,b,411,521,463,544,202,43,3,14,i_0736.jpg 
and,19,Helvetica,b,471,521,507,539,212,44,3,14,i_0736.jpg 
proteins,19,Helvetica,b,516,523,599,544,199,45,3,14,i_0736.jpg 
Ratio,16,Helvetica,r,145,552,187,566,206,47,3,15,i_0736.jpg 
is,16,Helvetica,r,194,552,205,566,208,48,3,15,i_0736.jpg 
dependent,16,Helvetica,r,212,552,305,570,210,49,3,15,i_0736.jpg 
on,16,Helvetica,r,311,556,331,567,210,50,3,15,i_0736.jpg 
the,16,Helvetica,r,337,552,365,567,209,51,3,15,i_0736.jpg 
source,16,Helvetica,r,371,556,427,567,210,52,3,15,i_0736.jpg 
but,16,Helvetica,r,434,552,462,566,211,53,3,15,i_0736.jpg 
correlates,16,Helvetica,r,468,552,552,567,166,54,3,15,i_0736.jpg 
to,16,Helvetica,r,558,553,575,566,212,55,3,15,i_0736.jpg 
metabolic,16,Helvetica,r,582,552,665,567,203,56,3,15,i_0736.jpg 
activity,16,Helvetica,r,672,552,733,570,204,57,3,15,i_0736.jpg 
metabolic,16,Helvetica,r,770,552,854,567,205,59,3,15,i_0736.jpg 
activity,16,Helvetica,r,860,552,921,570,202,60,3,15,i_0736.jpg 
proteins,16,Helvetica,r,169,571,244,590,206,63,3,16,i_0736.jpg 
The,19,Helvetica,b,99,598,136,616,211,65,3,17,i_0736.jpg 
lipid,19,Helvetica,b,145,598,186,621,210,66,3,17,i_0736.jpg 
portion,19,Helvetica,b,195,600,269,621,195,67,3,17,i_0736.jpg 
consists,19,Helvetica,b,278,599,357,616,209,68,3,17,i_0736.jpg 
mostly,19,Helvetica,b,366,599,432,621,210,69,3,17,i_0736.jpg 
of,19,Helvetica,b,440,598,461,616,212,70,3,17,i_0736.jpg 
phospholipids,19,Helvetica,b,468,598,610,621,128,71,3,17,i_0736.jpg 
arranged,19,Helvetica,b,618,598,708,621,210,72,3,17,i_0736.jpg 
in,19,Helvetica,b,717,599,733,616,209,73,3,17,i_0736.jpg 
bilayer,19,Helvetica,b,761,598,828,621,178,75,3,17,i_0736.jpg 
Hydrophilic,16,Helvetica,r,145,628,241,646,83,77,3,18,i_0736.jpg 
heads,16,Helvetica,r,248,628,297,642,206,78,3,18,i_0736.jpg 
face,16,Helvetica,r,303,628,337,642,210,79,3,18,i_0736.jpg 
the,16,Helvetica,r,343,628,371,642,213,80,3,18,i_0736.jpg 
aqueous,16,Helvetica,r,378,632,450,646,208,81,3,18,i_0736.jpg 
side,16,Helvetica,r,456,628,489,642,208,82,3,18,i_0736.jpg 
Hydrophobic,16,Helvetica,r,145,654,253,672,211,84,3,19,i_0736.jpg 
tails,16,Helvetica,r,260,654,293,668,211,85,3,19,i_0736.jpg 
are,16,Helvetica,r,300,658,325,668,212,86,3,19,i_0736.jpg 
hidden,16,Helvetica,r,333,654,390,668,212,87,3,19,i_0736.jpg 
in,16,Helvetica,r,397,654,411,668,212,88,3,19,i_0736.jpg 
the,16,Helvetica,r,417,655,445,668,213,89,3,19,i_0736.jpg 
center,16,Helvetica,r,452,655,506,668,212,90,3,19,i_0736.jpg 
of,16,Helvetica,r,512,654,529,668,209,91,3,19,i_0736.jpg 
the,16,Helvetica,r,534,654,561,668,211,92,3,19,i_0736.jpg 
membrane,16,Helvetica,r,569,654,661,668,211,93,3,19,i_0736.jpg 
Proteins,19,Helvetica,b,101,681,183,697,206,95,3,20,i_0736.jpg 
can,19,Helvetica,b,191,685,224,697,210,96,3,20,i_0736.jpg 
be,19,Helvetica,b,234,679,257,697,212,97,3,20,i_0736.jpg 
found,19,Helvetica,b,265,679,323,697,212,98,3,20,i_0736.jpg 
embedded,19,Helvetica,b,332,679,442,697,211,99,3,20,i_0736.jpg 
in,19,Helvetica,b,451,681,467,697,212,100,3,20,i_0736.jpg 
or,19,Helvetica,b,476,685,496,697,209,101,3,20,i_0736.jpg 
attached,19,Helvetica,b,504,679,592,697,210,102,3,20,i_0736.jpg 
to,19,Helvetica,b,600,682,620,697,211,103,3,20,i_0736.jpg 
either,19,Helvetica,b,628,679,689,697,209,104,3,20,i_0736.jpg 
surface,19,Helvetica,b,696,679,769,697,210,105,3,20,i_0736.jpg 
of,19,Helvetica,b,777,679,798,697,212,106,3,20,i_0736.jpg 
the,19,Helvetica,b,804,679,837,697,213,107,3,20,i_0736.jpg 
membrane,19,Helvetica,b,846,679,956,697,211,108,3,20,i_0736.jpg 
Carbohydrate,9,Helvetica,b,323,144,393,154,195,109,4,21,i_0736.jpg 
group,9,Helvetica,b,398,146,428,154,206,110,4,21,i_0736.jpg 
of,9,Helvetica,b,340,156,350,164,207,112,4,22,i_0736.jpg 
gtycoprotn,9,Helvetica,b,354,156,427,166,31,113,4,22,i_0736.jpg 
Extracellular,9,Helvetica,r,255,178,319,186,42,114,4,23,i_0736.jpg 
Carbohydrate,9,Helvetica,b,345,173,415,183,196,115,4,23,i_0736.jpg 
group,9,Helvetica,b,419,176,450,183,198,116,4,23,i_0736.jpg 
surface,9,Helvetica,b,267,190,306,198,179,117,4,24,i_0736.jpg 
of,9,Helvetica,b,310,190,320,198,183,118,4,24,i_0736.jpg 
of,9,Helvetica,b,382,185,391,192,189,119,4,24,i_0736.jpg 
glycolipid,9,Helvetica,b,395,184,453,194,51,120,4,24,i_0736.jpg 
membrane,9,Helvetica,r,265,201,319,209,186,121,4,25,i_0736.jpg 
Proteins,9,Helvetica,r,356,378,398,386,165,129,6,29,i_0736.jpg 
intracellular,9,Helvetica,r,614,377,676,385,43,130,7,30,i_0736.jpg 
surface,9,Helvetica,b,614,389,652,397,143,131,7,31,i_0736.jpg 
of,9,Helvetica,b,656,388,665,397,81,132,7,31,i_0736.jpg 
membrane,9,Helvetica,b,614,400,668,408,200,133,7,32,i_0736.jpg 
types,43,HelveticaCentury,b,137,45,258,89,212,1,0,0,i_0822.jpg 
of,43,HelveticaCentury,b,276,38,321,79,212,2,0,0,i_0822.jpg 
lipids,43,HelveticaCentury,b,338,39,452,89,202,3,0,0,i_0822.jpg 
found,43,HelveticaCentury,b,468,38,598,79,212,4,0,0,i_0822.jpg 
in,43,HelveticaCentury,b,619,42,653,78,214,5,0,0,i_0822.jpg 
the,43,HelveticaCentury,b,671,39,744,79,214,6,0,0,i_0822.jpg 
plasma,43,HelveticaCentury,b,764,39,920,89,212,7,0,0,i_0822.jpg 
me,43,HelveticaCentury,b,213,119,279,147,209,8,1,1,i_0822.jpg 
mbrane,43,HelveticaCentury,b,286,107,472,147,115,9,2,2,i_0822.jpg 
phospholipids,43,HelveticaCentury,b,493,107,808,157,151,10,2,2,i_0822.jpg 
In,12,Helvetica,b,747,317,759,327,66,11,3,3,i_0822.jpg 
an,12,Helvetica,b,763,320,777,328,198,12,3,3,i_0822.jpg 
aqueous,12,Helvetica,b,781,320,832,331,120,13,3,3,i_0822.jpg 
environment,12,Helvetica,r,836,318,918,329,42,14,3,3,i_0822.jpg 
polar,11,Times,r,747,334,779,349,177,15,3,4,i_0822.jpg 
hydrophilic,11,Times,r,782,334,853,348,40,16,3,4,i_0822.jpg 
head,11,Times,r,858,334,887,344,192,17,3,4,i_0822.jpg 
gmups,11,Times,r,747,353,790,365,41,18,3,5,i_0822.jpg 
urlent,12,Helvetica,r,793,352,828,361,43,19,3,5,i_0822.jpg 
towani,12,Helvetica,r,834,351,876,361,41,20,3,5,i_0822.jpg 
he,11,Times,r,881,352,899,361,164,21,3,5,i_0822.jpg 
polar,12,Helvetica,r,747,367,779,382,111,22,3,6,i_0822.jpg 
waler,11,Times,r,782,369,817,378,185,23,3,6,i_0822.jpg 
and,12,Helvetica,b,760,407,783,417,192,25,3,7,i_0822.jpg 
nonpolar,12,Helvetica,r,788,407,843,421,158,26,3,7,i_0822.jpg 
lhydmphobc,11,Times,r,747,423,834,438,35,27,3,8,i_0822.jpg 
talk,11,Times,r,839,423,863,434,176,28,3,8,i_0822.jpg 
orient,11,Times,r,867,424,903,434,136,29,3,8,i_0822.jpg 
ftnrn,12,Helvetica,b,784,440,811,450,41,31,3,9,i_0822.jpg 
the,12,Helvetica,b,816,440,835,450,194,32,3,9,i_0822.jpg 
waler,12,Helvetica,b,840,441,873,450,139,33,3,9,i_0822.jpg 
Ethanotamine,12,Helvetica,b,218,241,302,252,56,34,4,10,i_0822.jpg 
Phosphate,12,Helvetica,b,236,321,302,335,50,35,4,11,i_0822.jpg 
This,16,Times,r,560,211,596,226,196,36,5,12,i_0822.jpg 
icon,15,Times,b,602,212,636,226,185,37,5,12,i_0822.jpg 
is,16,Times,bi,642,212,655,226,198,38,5,12,i_0822.jpg 
used,15,Times,b,661,211,699,226,201,39,5,12,i_0822.jpg 
in,15,Times,b,706,212,721,226,209,40,5,12,i_0822.jpg 
this,15,Times,b,728,211,758,226,209,41,5,12,i_0822.jpg 
text,15,Times,b,764,213,793,226,195,42,5,12,i_0822.jpg 
to,15,Times,b,561,236,576,249,210,43,5,13,i_0822.jpg 
represent,15,Times,b,583,236,660,254,186,44,5,13,i_0822.jpg 
this,15,Times,b,666,234,695,249,181,45,5,13,i_0822.jpg 
and,16,Times,r,701,234,732,249,200,46,5,13,i_0822.jpg 
other,15,Times,b,738,234,783,249,195,47,5,13,i_0822.jpg 
phospholipid,15,Times,b,560,257,672,277,48,48,5,14,i_0822.jpg 
PHOSPHOLIPID,12,Helvetica,b,509,338,612,349,43,51,6,15,i_0822.jpg 
BILAYER,12,Helvetica,b,617,338,672,349,48,52,6,15,i_0822.jpg 
Gycerol,13,Helvetica,r,200,394,250,407,24,53,7,16,i_0822.jpg 
Fatty,12,Helvetica,b,220,545,249,559,200,54,7,17,i_0822.jpg 
acid,12,Helvetica,r,224,562,249,573,166,55,7,18,i_0822.jpg 
Thus,12,Helvetica,b,747,479,780,492,96,58,8,19,i_0822.jpg 
biLayer,12,Helvetica,b,747,496,789,511,40,61,8,20,i_0822.jpg 
is,12,Helvetica,b,793,496,802,507,35,62,8,20,i_0822.jpg 
ionned,12,Helvetica,b,807,495,853,507,35,63,8,20,i_0822.jpg 
Structure,19,Helvetica,b,531,555,626,571,210,65,9,21,i_0822.jpg 
Polar,16,Helvetica,r,576,584,618,598,205,67,9,22,i_0822.jpg 
phosphateglycerol,16,Helvetica,r,625,583,789,602,187,68,9,22,i_0822.jpg 
head,16,Helvetica,r,796,584,837,599,199,69,9,22,i_0822.jpg 
hydrophilic,16,Helvetica,r,844,583,950,602,74,70,9,22,i_0822.jpg 
Nonpolar,16,Helvetica,r,576,609,662,627,205,72,9,23,i_0822.jpg 
fatty,16,Helvetica,r,667,609,706,627,205,73,9,23,i_0822.jpg 
acid,16,Helvetica,r,712,609,745,623,123,74,9,23,i_0822.jpg 
tail,16,Helvetica,r,751,609,776,623,177,75,9,23,i_0822.jpg 
hydrophobic,16,Helvetica,r,784,608,902,627,205,76,9,23,i_0822.jpg 
Typically,19,Helvetica,b,530,635,618,658,208,78,9,24,i_0822.jpg 
arrange,19,Helvetica,b,625,641,703,658,210,79,9,24,i_0822.jpg 
themselves,19,Helvetica,b,710,635,826,653,184,80,9,24,i_0822.jpg 
to,19,Helvetica,b,833,638,854,653,210,81,9,24,i_0822.jpg 
exclude,19,Helvetica,b,862,635,938,653,210,82,9,24,i_0822.jpg 
water,19,Helvetica,b,531,663,590,677,211,83,9,25,i_0822.jpg 
from,19,Helvetica,b,596,659,645,677,211,84,9,25,i_0822.jpg 
hydrophobic,19,Helvetica,b,654,659,781,682,208,85,9,25,i_0822.jpg 
regions,19,Helvetica,b,790,661,863,682,210,86,9,25,i_0822.jpg 
Common,47,HelveticaCentury,b,212,73,437,115,212,0,0,0,i_0823.jpg 
phospholipids,47,HelveticaCentury,b,460,71,807,126,128,1,0,0,i_0823.jpg 
PHOSPHAT1OVUNOSETO,9,Times,r,40,219,176,228,31,3,1,1,i_0823.jpg 
PHOSPHAT1DVLSERNE,10,Helvetica,b,288,219,418,228,38,5,2,2,i_0823.jpg 
PHOSPHAI,10,Helvetica,b,509,218,569,227,31,7,3,3,i_0823.jpg 
IOYICHOUt4E,10,Helvetica,b,572,218,649,227,29,8,3,3,i_0823.jpg 
PHOSPHAIJOYLET,8,Times,r,751,218,839,226,37,9,4,4,i_0823.jpg 
HANOLAMINE,7,Times,r,841,218,907,226,40,10,4,4,i_0823.jpg 
Inc,8,Helvetica,r,1000,754,1013,761,42,15,6,6,i_0823.jpg 
types,43,HelveticaCentury,b,137,45,258,89,212,1,0,0,i_0850.jpg 
of,43,HelveticaCentury,b,276,38,321,79,212,2,0,0,i_0850.jpg 
lipids,43,HelveticaCentury,b,338,39,452,89,213,3,0,0,i_0850.jpg 
found,43,HelveticaCentury,b,468,38,598,79,212,4,0,0,i_0850.jpg 
in,43,HelveticaCentury,b,619,42,653,78,214,5,0,0,i_0850.jpg 
the,43,HelveticaCentury,b,671,39,744,79,214,6,0,0,i_0850.jpg 
plasma,43,HelveticaCentury,b,764,39,920,89,212,7,0,0,i_0850.jpg 
me,43,HelveticaCentury,b,223,119,290,147,209,8,1,1,i_0850.jpg 
mbrane,43,HelveticaCentury,b,296,107,482,147,99,9,2,2,i_0850.jpg 
sphingolipids,43,HelveticaCentury,b,501,107,798,157,110,10,3,3,i_0850.jpg 
SPHINGOMVEUN,10,Helvetica,b,48,276,146,285,37,12,4,4,i_0850.jpg 
Possess,33,HelveticaCentury,b,648,242,782,271,211,16,6,6,i_0850.jpg 
acid,33,HelveticaCentury,b,647,295,716,326,201,18,7,7,i_0850.jpg 
tail,33,HelveticaCentury,b,731,295,784,326,210,19,7,7,i_0850.jpg 
fatty,33,HelveticaCentury,b,827,240,910,279,207,20,8,8,i_0850.jpg 
attached,33,HelveticaCentury,b,647,349,803,380,213,21,9,9,i_0850.jpg 
to,33,HelveticaCentury,b,817,353,853,380,213,22,9,9,i_0850.jpg 
sphingosine,33,HelveticaCentury,b,646,404,862,443,102,24,9,10,i_0850.jpg 
Head,33,HelveticaCentury,b,648,469,738,500,213,26,10,11,i_0850.jpg 
can,33,HelveticaCentury,b,753,479,812,500,211,27,10,11,i_0850.jpg 
be,33,HelveticaCentury,b,829,469,870,500,213,28,10,11,i_0850.jpg 
phospholipid,33,HelveticaCentury,b,648,523,881,562,151,30,10,12,i_0850.jpg 
or,33,HelveticaCentury,b,897,533,934,554,212,31,10,12,i_0850.jpg 
glycolipid,33,HelveticaCentury,b,678,578,847,617,104,33,10,13,i_0850.jpg 
types,24,HelveticaCentury,b,137,45,259,89,212,1,0,0,i_0878.jpg 
of,24,HelveticaCentury,b,276,38,321,79,212,2,0,0,i_0878.jpg 
lipids,24,HelveticaCentury,b,338,39,452,89,203,3,0,0,i_0878.jpg 
found,24,HelveticaCentury,b,468,38,598,79,212,4,0,0,i_0878.jpg 
in,24,HelveticaCentury,b,619,42,653,78,214,5,0,0,i_0878.jpg 
the,24,HelveticaCentury,b,671,39,744,79,214,6,0,0,i_0878.jpg 
plasma,24,HelveticaCentury,b,764,39,920,89,212,7,0,0,i_0878.jpg 
membrane,24,HelveticaCentury,b,246,107,505,147,206,8,0,1,i_0878.jpg 
cholesterol,24,HelveticaCentury,b,525,107,773,147,212,9,0,1,i_0878.jpg 
Cholesterol,14,Times,r,482,420,573,434,191,17,0,6,i_0878.jpg 
aids,14,Times,r,579,420,611,434,210,18,0,6,i_0878.jpg 
in,14,Times,r,483,441,497,454,189,19,0,7,i_0878.jpg 
stiffening,14,Times,r,503,440,578,459,187,20,0,7,i_0878.jpg 
the,14,Times,r,584,441,608,455,210,21,0,7,i_0878.jpg 
membrane,14,Times,r,483,462,568,475,210,22,0,8,i_0878.jpg 
and,14,Times,r,573,461,602,475,210,23,0,8,i_0878.jpg 
can,14,Times,r,482,486,509,495,185,24,0,9,i_0878.jpg 
flip,14,Times,r,515,481,541,500,149,25,0,9,i_0878.jpg 
easily,14,Times,r,546,481,596,495,201,26,0,9,i_0878.jpg 
Cholesterol,18,Helvetica,r,131,235,245,253,204,27,1,10,i_0878.jpg 
Phospholipids,14,Times,r,725,251,840,270,39,28,2,11,i_0878.jpg 
can,14,Times,r,845,255,871,265,206,29,2,11,i_0878.jpg 
move,14,Times,r,725,276,769,285,209,30,2,12,i_0878.jpg 
Literally,14,Times,r,775,271,843,287,131,31,2,12,i_0878.jpg 
rotate,14,Times,r,850,273,899,287,200,32,2,12,i_0878.jpg 
or,14,Times,r,725,296,742,305,212,33,2,13,i_0878.jpg 
flex,14,Times,r,747,291,779,305,204,34,2,13,i_0878.jpg 
Rarely,14,Times,r,785,292,836,310,210,35,2,13,i_0878.jpg 
do,14,Times,r,841,292,862,305,212,36,2,13,i_0878.jpg 
they,14,Times,r,868,292,902,310,200,37,2,13,i_0878.jpg 
flip,14,Times,r,725,312,751,331,199,38,2,14,i_0878.jpg 
to,14,Times,r,757,314,772,326,210,39,2,14,i_0878.jpg 
the,14,Times,r,778,312,802,326,196,40,2,14,i_0878.jpg 
other,15,Helvetica,r,807,312,848,326,208,41,2,14,i_0878.jpg 
leaflet,14,Times,r,854,312,906,326,193,42,2,14,i_0878.jpg 
cHI11,9,Times,r,253,447,305,470,22,43,3,15,i_0878.jpg 
CII,9,Helvetica,b,272,471,289,480,19,44,3,16,i_0878.jpg 
hi,24,HelveticaCentury,b,282,539,301,553,119,46,3,18,i_0878.jpg 
HC,9,Helvetica,b,233,570,250,582,43,48,3,20,i_0878.jpg 
Very,18,Helvetica,r,388,553,428,572,202,51,4,21,i_0878.jpg 
hydrophobic,18,Helvetica,r,435,552,549,572,206,52,4,21,i_0878.jpg 
Disrupts,18,Helvetica,r,389,580,462,599,207,54,4,22,i_0878.jpg 
phospholipid,18,Helvetica,r,470,579,587,599,140,55,4,22,i_0878.jpg 
interaction,18,Helvetica,r,595,580,692,595,193,56,4,22,i_0878.jpg 
Helps,18,Helvetica,r,389,607,438,627,210,58,4,23,i_0878.jpg 
to,18,Helvetica,r,444,609,462,623,211,59,4,23,i_0878.jpg 
make,18,Helvetica,r,470,607,517,623,210,60,4,23,i_0878.jpg 
the,18,Helvetica,r,524,607,553,623,211,61,4,23,i_0878.jpg 
plasma,18,Helvetica,r,560,607,623,627,210,62,4,23,i_0878.jpg 
membrane,18,Helvetica,r,631,607,729,623,210,63,4,23,i_0878.jpg 
impermeable,18,Helvetica,r,737,607,857,627,211,64,4,23,i_0878.jpg 
to,18,Helvetica,r,864,609,882,623,212,65,4,23,i_0878.jpg 
H20,18,Helvetica,r,890,608,928,623,27,66,4,23,i_0878.jpg 
soluble,18,Helvetica,r,388,634,452,650,210,67,4,24,i_0878.jpg 
molecules,18,Helvetica,r,460,634,551,650,194,68,4,24,i_0878.jpg 
Improves,18,Helvetica,r,389,662,471,681,179,70,4,25,i_0878.jpg 
membrane,18,Helvetica,r,479,661,577,677,210,71,4,25,i_0878.jpg 
flexibility,18,Helvetica,r,584,661,666,681,94,72,4,25,i_0878.jpg 
over,18,Helvetica,r,673,666,712,677,210,73,4,25,i_0878.jpg 
wide,18,Helvetica,r,719,661,762,677,211,74,4,25,i_0878.jpg 
temperature,18,Helvetica,r,769,663,884,681,210,75,4,25,i_0878.jpg 
ranges,18,Helvetica,r,892,666,950,681,211,76,4,25,i_0878.jpg 
Elsevier,8,Helvetica,r,959,754,995,762,29,80,5,26,i_0878.jpg 
Inc,8,Helvetica,r,1000,754,1015,761,22,81,5,26,i_0878.jpg 
Membrane,41,HelveticaCentury,b,262,71,535,115,212,0,0,0,i_0954.jpg 
proteins,41,HelveticaCentury,b,557,74,759,126,204,1,0,0,i_0954.jpg 
Peripheral,19,Helvetica,b,608,162,710,185,203,3,0,1,i_0954.jpg 
proteins,19,Helvetica,b,720,164,803,185,210,4,0,1,i_0954.jpg 
Attached,16,Helvetica,r,651,193,727,207,209,6,0,2,i_0954.jpg 
loosely,16,Helvetica,r,734,193,793,211,204,7,0,2,i_0954.jpg 
to,16,Helvetica,r,799,194,816,207,211,8,0,2,i_0954.jpg 
the,16,Helvetica,r,822,193,849,207,211,9,0,2,i_0954.jpg 
integral,16,Helvetica,r,856,193,919,211,210,10,0,2,i_0954.jpg 
proteins,16,Helvetica,r,652,213,721,231,209,11,0,3,i_0954.jpg 
or,16,Helvetica,r,728,217,745,227,211,12,0,3,i_0954.jpg 
polar,16,Helvetica,r,752,213,795,231,211,13,0,3,i_0954.jpg 
heads,16,Helvetica,r,801,213,850,227,210,14,0,3,i_0954.jpg 
of,16,Helvetica,r,857,213,874,227,210,15,0,3,i_0954.jpg 
the,16,Helvetica,r,879,213,906,227,212,16,0,3,i_0954.jpg 
lipids,16,Helvetica,r,914,213,957,231,155,17,0,3,i_0954.jpg 
Include,16,Helvetica,r,652,239,713,253,134,19,0,4,i_0954.jpg 
enzymes,16,Helvetica,r,720,243,794,257,210,20,0,4,i_0954.jpg 
structural,16,Helvetica,r,819,239,900,253,210,22,0,4,i_0954.jpg 
binding,16,Helvetica,r,908,239,970,257,208,23,0,4,i_0954.jpg 
proteins,16,Helvetica,r,652,259,721,277,203,24,0,5,i_0954.jpg 
Integral,19,Helvetica,b,608,285,690,308,188,26,0,6,i_0954.jpg 
aka,19,Helvetica,b,699,285,731,303,189,27,0,6,i_0954.jpg 
transmembrane,19,Helvetica,b,739,285,904,303,161,28,0,6,i_0954.jpg 
proteins,19,Helvetica,b,608,311,691,332,200,29,0,7,i_0954.jpg 
Extend,16,Helvetica,r,652,340,709,354,209,31,0,8,i_0954.jpg 
across,16,Helvetica,r,716,344,768,354,212,32,0,8,i_0954.jpg 
the,16,Helvetica,r,774,340,802,354,212,33,0,8,i_0954.jpg 
membrane,16,Helvetica,r,809,340,901,354,211,34,0,8,i_0954.jpg 
Possess,16,Helvetica,r,652,366,716,379,210,36,0,9,i_0954.jpg 
hydrophobic,16,Helvetica,r,723,365,829,383,206,37,0,9,i_0954.jpg 
segments,16,Helvetica,r,835,366,916,383,210,38,0,9,i_0954.jpg 
that,16,Helvetica,r,922,365,956,379,213,39,0,9,i_0954.jpg 
anchor,16,Helvetica,r,652,386,710,400,210,40,0,10,i_0954.jpg 
it,16,Helvetica,r,717,386,727,400,213,41,0,10,i_0954.jpg 
in,16,Helvetica,r,734,386,747,400,212,42,0,10,i_0954.jpg 
the,16,Helvetica,r,754,386,781,400,213,43,0,10,i_0954.jpg 
membrane,16,Helvetica,r,788,386,880,400,212,44,0,10,i_0954.jpg 
Classified,16,Helvetica,r,652,411,730,425,208,46,0,11,i_0954.jpg 
by,16,Helvetica,r,738,411,757,429,213,47,0,11,i_0954.jpg 
the,16,Helvetica,r,763,411,790,425,213,48,0,11,i_0954.jpg 
number,16,Helvetica,r,797,411,864,425,212,49,0,11,i_0954.jpg 
of,16,Helvetica,r,870,411,887,425,212,50,0,11,i_0954.jpg 
transmembrane,16,Helvetica,r,651,432,788,446,201,51,0,12,i_0954.jpg 
segments,16,Helvetica,r,795,433,876,450,210,52,0,12,i_0954.jpg 
they,16,Helvetica,r,882,432,919,450,213,53,0,12,i_0954.jpg 
possess,16,Helvetica,r,926,436,990,450,210,54,0,12,i_0954.jpg 
Extracellular,16,Helvetica,r,652,457,757,471,69,56,0,13,i_0954.jpg 
intracellular,16,Helvetica,r,783,457,885,471,210,58,0,13,i_0954.jpg 
loops,16,Helvetica,r,892,457,936,475,211,59,0,13,i_0954.jpg 
are,16,Helvetica,r,943,461,968,471,211,60,0,13,i_0954.jpg 
available,16,Helvetica,r,652,477,726,491,207,61,0,14,i_0954.jpg 
for,16,Helvetica,r,732,477,755,491,211,62,0,14,i_0954.jpg 
interaction,16,Helvetica,r,762,477,853,491,212,63,0,14,i_0954.jpg 
with,16,Helvetica,r,860,477,896,491,210,64,0,14,i_0954.jpg 
other,16,Helvetica,r,904,477,950,491,210,65,0,14,i_0954.jpg 
proteins,16,Helvetica,r,652,498,721,516,211,66,0,15,i_0954.jpg 
andor,16,Helvetica,r,728,497,785,515,208,67,0,15,i_0954.jpg 
molecules,16,Helvetica,r,792,498,878,512,210,68,0,15,i_0954.jpg 
Some,16,Helvetica,r,651,524,698,537,209,72,0,16,i_0954.jpg 
are,16,Helvetica,r,705,528,731,537,211,73,0,16,i_0954.jpg 
anchored,16,Helvetica,r,738,523,817,537,210,74,0,16,i_0954.jpg 
to,16,Helvetica,r,823,524,840,537,212,75,0,16,i_0954.jpg 
cytoskeletal,16,Helvetica,r,847,523,946,541,143,76,0,16,i_0954.jpg 
proteins,16,Helvetica,r,652,544,721,562,209,77,0,17,i_0954.jpg 
making,16,Helvetica,r,728,544,790,562,210,78,0,17,i_0954.jpg 
them,16,Helvetica,r,795,544,839,558,213,79,0,17,i_0954.jpg 
immobile,16,Helvetica,r,847,544,926,558,212,80,0,17,i_0954.jpg 
Lipidanchored,19,Helvetica,b,608,569,760,592,153,82,0,18,i_0954.jpg 
proteins,19,Helvetica,b,769,570,852,592,210,83,0,18,i_0954.jpg 
Covalently,16,Helvetica,r,652,600,740,618,156,85,0,19,i_0954.jpg 
bound,16,Helvetica,r,747,600,800,615,212,86,0,19,i_0954.jpg 
to,16,Helvetica,r,807,601,823,614,212,87,0,19,i_0954.jpg 
fatty,16,Helvetica,r,829,600,868,618,211,88,0,19,i_0954.jpg 
acid,16,Helvetica,r,874,600,907,614,207,89,0,19,i_0954.jpg 
tails,16,Helvetica,r,913,600,947,614,212,90,0,19,i_0954.jpg 
and,16,Helvetica,r,954,600,984,614,212,91,0,19,i_0954.jpg 
found,16,Helvetica,r,651,620,700,634,212,92,0,20,i_0954.jpg 
inserted,16,Helvetica,r,708,620,776,634,204,93,0,20,i_0954.jpg 
in,16,Helvetica,r,784,620,797,634,212,94,0,20,i_0954.jpg 
the,16,Helvetica,r,803,620,831,634,213,95,0,20,i_0954.jpg 
bilayer,16,Helvetica,r,838,620,901,638,38,96,0,20,i_0954.jpg 
Usually,16,Helvetica,r,652,646,713,664,210,98,0,21,i_0954.jpg 
associated,16,Helvetica,r,719,646,807,660,212,99,0,21,i_0954.jpg 
with,16,Helvetica,r,814,646,850,660,212,100,0,21,i_0954.jpg 
sphingolipids,16,Helvetica,r,857,646,969,664,45,101,0,21,i_0954.jpg 
