Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,RegionId,LineId,imageFile
cnt,8,Helvetica,r,193,495,217,503,32,18,3,7,i_0464.jpg 
hami,7,Times,b,221,495,239,502,44,19,3,7,i_0464.jpg 
mIld,8,Helvetica,r,157,504,173,511,38,20,3,8,i_0464.jpg 
piramlw,8,Helvetica,r,176,505,214,512,30,21,3,8,i_0464.jpg 
11r,8,Helvetica,bi,217,504,248,512,25,22,3,8,i_0464.jpg 
CSJM,6,Helvetica,r,161,515,186,520,42,23,3,9,i_0464.jpg 
to,8,Helvetica,r,198,513,207,520,169,25,3,9,i_0464.jpg 
bcom,8,Helvetica,r,209,513,244,520,45,26,3,9,i_0464.jpg 
Steeping,14,Helvetica,r,436,439,501,454,152,0,0,0,i_0538.jpg 
some,14,Helvetica,r,506,441,546,450,210,1,0,0,i_0538.jpg 
tearn,14,Helvetica,r,551,440,586,450,40,2,0,0,i_0538.jpg 
What,29,HelveticaCentury,r,10,20,91,47,212,0,0,0,i_0539.jpg 
part,29,HelveticaCentury,r,103,24,165,55,212,1,0,0,i_0539.jpg 
of,29,HelveticaCentury,r,176,20,207,47,210,2,0,0,i_0539.jpg 
the,29,HelveticaCentury,r,215,20,265,47,210,3,0,0,i_0539.jpg 
rock,29,HelveticaCentury,r,277,20,343,47,212,4,0,0,i_0539.jpg 
cycle,29,HelveticaCentury,r,354,20,432,55,206,5,0,0,i_0539.jpg 
is,29,HelveticaCentury,r,444,21,466,47,210,6,0,0,i_0539.jpg 
recorded,29,HelveticaCentury,r,478,20,616,47,212,7,0,0,i_0539.jpg 
in,29,HelveticaCentury,r,629,21,654,47,206,8,0,0,i_0539.jpg 
Texas,29,HelveticaCentury,r,666,22,752,47,207,9,0,0,i_0539.jpg 
None,29,HelveticaCentury,r,76,101,156,126,212,10,0,1,i_0539.jpg 
of,29,HelveticaCentury,r,168,99,198,126,214,11,0,1,i_0539.jpg 
it,29,HelveticaCentury,r,208,100,227,126,200,12,0,1,i_0539.jpg 
there,29,HelveticaCentury,r,256,99,338,126,214,14,0,1,i_0539.jpg 
are,29,HelveticaCentury,r,350,107,397,126,213,15,0,1,i_0539.jpg 
sedimentary,29,HelveticaCentury,r,408,99,614,134,206,16,0,1,i_0539.jpg 
igneous,29,HelveticaCentury,r,627,100,749,134,194,17,0,1,i_0539.jpg 
and,29,HelveticaCentury,r,761,99,816,126,213,18,0,1,i_0539.jpg 
metamorphic,29,HelveticaCentury,r,75,147,288,182,211,19,0,2,i_0539.jpg 
rocks,29,HelveticaCentury,r,300,147,382,174,213,20,0,2,i_0539.jpg 
Some,29,HelveticaCentury,r,74,229,163,255,212,22,0,3,i_0539.jpg 
of,29,HelveticaCentury,r,174,227,205,254,212,23,0,3,i_0539.jpg 
it,29,HelveticaCentury,r,214,228,233,254,211,24,0,3,i_0539.jpg 
there,29,HelveticaCentury,r,263,227,345,255,212,26,0,3,i_0539.jpg 
are,29,HelveticaCentury,r,356,235,404,254,214,27,0,3,i_0539.jpg 
sedimentary,29,HelveticaCentury,r,415,227,613,262,212,28,0,3,i_0539.jpg 
and,29,HelveticaCentury,r,624,227,680,254,213,29,0,3,i_0539.jpg 
igneous,29,HelveticaCentury,r,694,228,817,263,207,30,0,3,i_0539.jpg 
rocks,29,HelveticaCentury,r,829,227,911,254,212,31,0,3,i_0539.jpg 
Some,29,HelveticaCentury,r,74,309,163,334,214,33,0,4,i_0539.jpg 
of,29,HelveticaCentury,r,174,307,205,334,213,34,0,4,i_0539.jpg 
it,29,HelveticaCentury,r,214,308,233,334,211,35,0,4,i_0539.jpg 
there,29,HelveticaCentury,r,263,307,345,334,213,37,0,4,i_0539.jpg 
are,29,HelveticaCentury,r,356,315,404,334,213,38,0,4,i_0539.jpg 
igneous,29,HelveticaCentury,r,416,308,538,343,211,39,0,4,i_0539.jpg 
and,29,HelveticaCentury,r,550,307,606,334,213,40,0,4,i_0539.jpg 
metamorphic,29,HelveticaCentury,r,620,307,832,342,212,41,0,4,i_0539.jpg 
rocks,29,HelveticaCentury,r,845,307,927,334,214,42,0,4,i_0539.jpg 
All,29,HelveticaCentury,r,73,387,111,414,181,44,0,5,i_0539.jpg 
of,29,HelveticaCentury,r,122,387,153,414,214,45,0,5,i_0539.jpg 
it,29,HelveticaCentury,r,162,388,181,414,210,46,0,5,i_0539.jpg 
there,29,HelveticaCentury,r,211,387,293,414,213,48,0,5,i_0539.jpg 
are,29,HelveticaCentury,r,304,395,352,414,213,49,0,5,i_0539.jpg 
sedimentary,29,HelveticaCentury,r,363,387,569,422,201,50,0,5,i_0539.jpg 
igneous,29,HelveticaCentury,r,581,388,704,423,212,51,0,5,i_0539.jpg 
and,29,HelveticaCentury,r,715,387,771,414,214,52,0,5,i_0539.jpg 
metamorphic,29,HelveticaCentury,r,786,387,998,422,213,53,0,5,i_0539.jpg 
rocks,29,HelveticaCentury,r,75,435,157,462,208,54,0,6,i_0539.jpg 
Zoom,11,Helvetica,r,280,730,313,739,203,56,0,7,i_0539.jpg 
Resume,11,Helvetica,r,695,732,741,741,191,57,0,7,i_0539.jpg 
Correct,11,Helvetica,r,826,729,870,738,194,59,0,7,i_0539.jpg 
Responses,11,Helvetica,r,947,729,1009,741,32,61,0,7,i_0539.jpg 
What,29,HelveticaCentury,r,10,20,91,47,212,0,0,0,i_0559.jpg 
part,29,HelveticaCentury,r,103,24,165,55,212,1,0,0,i_0559.jpg 
of,29,HelveticaCentury,r,176,20,207,47,211,2,0,0,i_0559.jpg 
the,29,HelveticaCentury,r,215,20,265,47,210,3,0,0,i_0559.jpg 
rock,29,HelveticaCentury,r,277,20,343,47,212,4,0,0,i_0559.jpg 
cycle,29,HelveticaCentury,r,354,20,432,55,205,5,0,0,i_0559.jpg 
is,29,HelveticaCentury,r,444,21,466,47,207,6,0,0,i_0559.jpg 
recorded,29,HelveticaCentury,r,478,20,616,47,212,7,0,0,i_0559.jpg 
None,29,HelveticaCentury,r,76,101,156,126,211,8,0,1,i_0559.jpg 
of,29,HelveticaCentury,r,168,99,198,126,214,9,0,1,i_0559.jpg 
it,29,HelveticaCentury,r,208,100,227,126,199,10,0,1,i_0559.jpg 
there,29,HelveticaCentury,r,256,99,338,126,213,12,0,1,i_0559.jpg 
are,29,HelveticaCentury,r,350,107,397,126,213,13,0,1,i_0559.jpg 
sedimentary,29,HelveticaCentury,r,408,99,614,134,204,14,0,1,i_0559.jpg 
metamorphic,29,HelveticaCentury,r,75,147,288,182,207,15,0,2,i_0559.jpg 
rocks,29,HelveticaCentury,r,300,147,382,174,213,16,0,2,i_0559.jpg 
in,29,Century,r,629,21,654,47,210,17,1,3,i_0559.jpg 
Texas,29,Century,r,666,22,752,47,207,18,1,3,i_0559.jpg 
igneous,29,Century,r,627,100,749,134,205,19,1,4,i_0559.jpg 
and,29,Century,r,761,99,816,126,214,20,1,4,i_0559.jpg 
Someofitthere,29,Century,r,74,227,345,255,173,22,2,5,i_0559.jpg 
Someofitthere,29,Century,r,74,307,345,334,173,24,2,6,i_0559.jpg 
Alofitrocks,29,HelveticaCentury,r,73,387,200,414,46,26,3,7,i_0559.jpg 
there,29,Century,r,211,387,293,414,212,27,4,8,i_0559.jpg 
an,29,Century,r,304,395,340,414,195,28,4,8,i_0559.jpg 
arei,29,Century,r,356,235,411,254,32,29,5,9,i_0559.jpg 
Start,56,HelveticaCentury,b,435,319,588,368,207,30,6,10,i_0559.jpg 
ANSWERING,18,Helvetica,b,443,396,578,413,205,31,6,11,i_0559.jpg 
igneous,29,HelveticaCentury,r,694,228,817,263,212,33,7,12,i_0559.jpg 
rocks,29,HelveticaCentury,r,829,227,911,254,214,34,7,12,i_0559.jpg 
amorphic,29,HelveticaCentury,r,671,307,832,342,28,35,7,13,i_0559.jpg 
rocks,29,HelveticaCentury,r,845,307,927,334,213,36,7,13,i_0559.jpg 
and,29,HelveticaCentury,r,715,387,771,414,214,38,7,14,i_0559.jpg 
metamorphic,29,HelveticaCentury,r,786,387,998,422,212,39,7,14,i_0559.jpg 
Text,29,HelveticaCentury,r,20,637,80,662,207,42,9,17,i_0559.jpg 
choice,27,HelveticaCentury,i,166,635,257,662,211,44,9,17,i_0559.jpg 
to,29,HelveticaCentury,r,266,639,295,662,209,45,9,17,i_0559.jpg 
II,15,Helvetica,b,624,729,637,743,26,53,11,21,i_0559.jpg 
Pause,11,Helvetica,r,649,732,683,741,204,54,11,21,i_0559.jpg 
Correct,11,Helvetica,r,774,729,818,738,200,56,11,21,i_0559.jpg 
Eg,29,Century,r,852,637,902,669,180,57,12,22,i_0559.jpg 
Responses,11,Helvetica,r,895,729,957,741,201,61,12,23,i_0559.jpg 
What,29,HelveticaCentury,r,10,20,91,47,212,0,0,0,i_0560.jpg 
part,29,HelveticaCentury,r,103,24,165,55,212,1,0,0,i_0560.jpg 
of,29,HelveticaCentury,r,176,20,207,47,210,2,0,0,i_0560.jpg 
the,29,HelveticaCentury,r,214,20,265,47,211,3,0,0,i_0560.jpg 
rock,29,HelveticaCentury,r,277,20,343,47,211,4,0,0,i_0560.jpg 
cycle,29,HelveticaCentury,r,354,20,432,55,207,5,0,0,i_0560.jpg 
is,29,HelveticaCentury,r,444,21,466,47,211,6,0,0,i_0560.jpg 
recorded,29,HelveticaCentury,r,478,20,616,47,212,7,0,0,i_0560.jpg 
in,29,HelveticaCentury,r,629,21,654,47,212,8,0,0,i_0560.jpg 
Texas,29,HelveticaCentury,r,666,22,752,47,207,9,0,0,i_0560.jpg 
None,29,HelveticaCentury,r,76,101,156,126,212,10,0,1,i_0560.jpg 
of,29,HelveticaCentury,r,168,99,198,126,214,11,0,1,i_0560.jpg 
it,29,HelveticaCentury,r,208,100,227,126,206,12,0,1,i_0560.jpg 
there,29,HelveticaCentury,r,256,99,338,126,214,14,0,1,i_0560.jpg 
are,29,HelveticaCentury,r,350,107,397,126,213,15,0,1,i_0560.jpg 
sedimentary,29,HelveticaCentury,r,408,99,614,134,207,16,0,1,i_0560.jpg 
igneous,29,HelveticaCentury,r,627,100,749,134,202,17,0,1,i_0560.jpg 
and,29,HelveticaCentury,r,761,99,816,126,214,18,0,1,i_0560.jpg 
metamorphic,29,HelveticaCentury,r,75,147,288,182,211,19,0,2,i_0560.jpg 
rocks,29,HelveticaCentury,r,300,147,382,175,212,20,0,2,i_0560.jpg 
Some,29,HelveticaCentury,r,74,229,163,254,212,22,0,3,i_0560.jpg 
of,29,HelveticaCentury,r,174,227,205,255,212,23,0,3,i_0560.jpg 
it,29,HelveticaCentury,r,214,228,233,254,213,24,0,3,i_0560.jpg 
there,29,HelveticaCentury,r,263,227,345,255,212,26,0,3,i_0560.jpg 
are,29,HelveticaCentury,r,356,235,404,254,213,27,0,3,i_0560.jpg 
sedimentary,29,HelveticaCentury,r,415,227,613,262,212,28,0,3,i_0560.jpg 
and,29,HelveticaCentury,r,624,227,680,254,213,29,0,3,i_0560.jpg 
igneous,29,HelveticaCentury,r,694,228,817,263,204,30,0,3,i_0560.jpg 
rocks,29,HelveticaCentury,r,829,227,911,255,212,31,0,3,i_0560.jpg 
Some,29,HelveticaCentury,r,74,309,163,334,213,33,0,4,i_0560.jpg 
of,29,HelveticaCentury,r,174,307,205,334,213,34,0,4,i_0560.jpg 
it,29,HelveticaCentury,r,214,308,233,334,214,35,0,4,i_0560.jpg 
there,29,HelveticaCentury,r,263,307,345,334,212,37,0,4,i_0560.jpg 
are,29,HelveticaCentury,r,356,315,404,334,213,38,0,4,i_0560.jpg 
igneous,29,HelveticaCentury,r,416,308,538,343,206,39,0,4,i_0560.jpg 
and,29,HelveticaCentury,r,550,307,606,334,213,40,0,4,i_0560.jpg 
metamorphic,29,HelveticaCentury,r,620,307,832,342,198,41,0,4,i_0560.jpg 
rocks,29,HelveticaCentury,r,845,307,927,334,213,42,0,4,i_0560.jpg 
All,29,HelveticaCentury,r,73,387,111,414,168,43,0,5,i_0560.jpg 
of,29,HelveticaCentury,r,122,387,153,414,212,44,0,5,i_0560.jpg 
it,29,HelveticaCentury,r,163,388,182,414,213,45,0,5,i_0560.jpg 
there,29,HelveticaCentury,r,211,387,293,414,214,47,0,5,i_0560.jpg 
are,29,HelveticaCentury,r,304,395,352,414,213,48,0,5,i_0560.jpg 
sedimentary,29,HelveticaCentury,r,363,387,569,422,202,49,0,5,i_0560.jpg 
igneous,29,HelveticaCentury,r,581,388,704,423,210,50,0,5,i_0560.jpg 
and,29,HelveticaCentury,r,715,387,771,414,213,51,0,5,i_0560.jpg 
metamorphic,29,HelveticaCentury,r,786,387,998,422,213,52,0,5,i_0560.jpg 
rocks,29,HelveticaCentury,r,75,435,157,462,208,53,0,6,i_0560.jpg 
Text,29,HelveticaCentury,r,20,637,80,662,211,54,0,7,i_0560.jpg 
choice,27,HelveticaCentury,i,166,635,257,661,209,56,0,7,i_0560.jpg 
to,29,HelveticaCentury,r,267,639,295,662,213,57,0,7,i_0560.jpg 
Eg,29,HelveticaCentury,r,852,637,902,669,194,60,0,7,i_0560.jpg 
Zoom,11,Helvetica,r,280,730,313,739,204,65,0,9,i_0560.jpg 
II,12,Helvetica,r,625,729,637,743,27,67,0,9,i_0560.jpg 
Pause,11,Helvetica,r,649,732,683,741,209,68,0,9,i_0560.jpg 
Correct,11,Helvetica,r,774,729,818,738,206,70,0,9,i_0560.jpg 
Responses,11,Helvetica,r,895,729,957,741,209,72,0,9,i_0560.jpg 
of,29,HelveticaCentury,b,176,20,207,47,210,0,0,0,i_0625.jpg 
the,29,HelveticaCentury,b,215,20,265,47,210,1,0,0,i_0625.jpg 
rock,29,HelveticaCentury,b,277,20,343,47,211,2,0,0,i_0625.jpg 
cycLe,29,HelveticaCentury,b,354,20,432,55,198,3,0,0,i_0625.jpg 
is,29,HelveticaCentury,b,444,21,466,47,194,4,0,0,i_0625.jpg 
recorded,29,HelveticaCentury,b,478,20,616,47,212,5,0,0,i_0625.jpg 
in,29,HelveticaCentury,b,629,21,654,47,208,6,0,0,i_0625.jpg 
Texas,29,HelveticaCentury,b,666,22,752,47,206,7,0,0,i_0625.jpg 
None,29,HelveticaCentury,b,76,101,156,126,212,8,0,1,i_0625.jpg 
of,29,HelveticaCentury,b,168,99,199,126,213,9,0,1,i_0625.jpg 
it,29,HelveticaCentury,b,208,100,227,126,203,10,0,1,i_0625.jpg 
there,29,HelveticaCentury,b,256,99,338,126,212,12,0,1,i_0625.jpg 
are,29,HelveticaCentury,b,350,107,397,126,212,13,0,1,i_0625.jpg 
sedimentary,29,HelveticaCentury,b,408,99,614,134,202,14,0,1,i_0625.jpg 
igneous,29,HelveticaCentury,b,627,100,749,134,195,15,0,1,i_0625.jpg 
and,29,HelveticaCentury,b,761,99,816,126,213,16,0,1,i_0625.jpg 
metamorphic,29,HelveticaCentury,b,75,147,288,182,211,17,0,2,i_0625.jpg 
rocks,29,HelveticaCentury,b,300,147,382,174,212,18,0,2,i_0625.jpg 
Some,29,HelveticaCentury,b,74,229,163,255,212,20,0,3,i_0625.jpg 
of,29,HelveticaCentury,b,174,227,205,254,212,21,0,3,i_0625.jpg 
it,29,HelveticaCentury,b,214,228,233,254,214,22,0,3,i_0625.jpg 
there,29,HelveticaCentury,b,263,227,345,255,212,24,0,3,i_0625.jpg 
are,29,HelveticaCentury,b,356,235,404,255,213,25,0,3,i_0625.jpg 
sedimentary,29,HelveticaCentury,b,415,227,613,262,211,26,0,3,i_0625.jpg 
and,29,HelveticaCentury,b,624,227,680,254,212,27,0,3,i_0625.jpg 
igneous,29,HelveticaCentury,b,694,228,817,263,205,28,0,3,i_0625.jpg 
rocks,29,HelveticaCentury,b,829,227,911,255,213,29,0,3,i_0625.jpg 
Some,29,HelveticaCentury,b,74,309,163,334,213,31,0,4,i_0625.jpg 
of,29,HelveticaCentury,b,174,307,205,334,213,32,0,4,i_0625.jpg 
it,29,HelveticaCentury,b,214,308,233,334,213,33,0,4,i_0625.jpg 
there,29,HelveticaCentury,b,263,307,345,334,211,35,0,4,i_0625.jpg 
are,29,HelveticaCentury,b,356,315,404,334,213,36,0,4,i_0625.jpg 
igneous,29,HelveticaCentury,b,416,308,538,343,210,37,0,4,i_0625.jpg 
and,29,HelveticaCentury,b,550,307,606,334,213,38,0,4,i_0625.jpg 
metamorphic,29,HelveticaCentury,b,620,307,832,342,213,39,0,4,i_0625.jpg 
rocks,29,HelveticaCentury,b,845,307,927,334,212,40,0,4,i_0625.jpg 
All,29,HelveticaCentury,b,72,387,111,414,207,41,1,5,i_0625.jpg 
of,29,HelveticaCentury,b,122,387,153,414,214,42,1,5,i_0625.jpg 
it,29,HelveticaCentury,b,162,388,181,414,209,43,1,5,i_0625.jpg 
there,29,HelveticaCentury,b,210,387,293,414,214,45,1,5,i_0625.jpg 
are,29,HelveticaCentury,b,305,395,352,414,213,46,1,5,i_0625.jpg 
sedimentary,29,HelveticaCentury,b,363,387,569,422,206,47,1,5,i_0625.jpg 
metamorphic,29,HelveticaCentury,b,75,435,288,470,208,48,1,6,i_0625.jpg 
rocks,29,HelveticaCentury,b,300,435,382,462,213,49,1,6,i_0625.jpg 
igneous,29,HelveticaCentury,b,581,388,704,423,212,50,2,7,i_0625.jpg 
and,29,HelveticaCentury,b,715,387,771,414,214,51,2,7,i_0625.jpg 
Text,29,HelveticaCentury,b,20,637,80,661,212,57,4,10,i_0625.jpg 
choice,27,HelveticaCentury,bi,166,635,257,661,211,59,4,10,i_0625.jpg 
to,29,HelveticaCentury,b,266,639,295,662,213,60,4,10,i_0625.jpg 
Answer0,10,Helvetica,r,811,682,848,690,117,70,7,15,i_0625.jpg 
II,15,HelveticaCentury,b,625,729,637,743,26,71,8,16,i_0625.jpg 
Pause,10,Helvetica,r,649,732,683,741,210,72,8,16,i_0625.jpg 
Eg,29,HelveticaCentury,b,852,637,902,669,196,73,9,17,i_0625.jpg 
Responses,10,Helvetica,r,895,729,957,741,194,78,9,19,i_0625.jpg 
What,29,HelveticaCentury,b,10,20,91,47,212,0,0,0,i_0626.jpg 
part,29,HelveticaCentury,b,103,24,165,55,212,1,0,0,i_0626.jpg 
of,29,HelveticaCentury,b,176,20,207,47,210,2,0,0,i_0626.jpg 
the,29,HelveticaCentury,b,215,20,265,47,210,3,0,0,i_0626.jpg 
rock,29,HelveticaCentury,b,277,20,343,47,211,4,0,0,i_0626.jpg 
cycle,29,HelveticaCentury,b,354,20,432,55,204,5,0,0,i_0626.jpg 
is,29,HelveticaCentury,b,444,21,466,47,203,6,0,0,i_0626.jpg 
recorded,29,HelveticaCentury,b,478,20,616,47,210,7,0,0,i_0626.jpg 
in,29,HelveticaCentury,b,629,21,654,47,207,8,0,0,i_0626.jpg 
Texas,29,HelveticaCentury,b,666,22,752,47,207,9,0,0,i_0626.jpg 
None,29,HelveticaCentury,b,76,101,156,126,213,10,0,1,i_0626.jpg 
of,29,HelveticaCentury,b,168,99,199,126,214,11,0,1,i_0626.jpg 
it,29,HelveticaCentury,b,208,100,227,126,207,12,0,1,i_0626.jpg 
there,29,HelveticaCentury,b,256,99,338,126,214,14,0,1,i_0626.jpg 
are,29,HelveticaCentury,b,350,107,397,126,213,15,0,1,i_0626.jpg 
sedimentary,29,HelveticaCentury,b,408,99,614,134,202,16,0,1,i_0626.jpg 
igneous,29,HelveticaCentury,b,627,100,749,134,205,17,0,1,i_0626.jpg 
and,29,HelveticaCentury,b,761,99,816,126,214,18,0,1,i_0626.jpg 
metamorphic,29,HelveticaCentury,b,75,147,288,182,212,19,0,2,i_0626.jpg 
rocks,29,HelveticaCentury,b,300,147,382,174,214,20,0,2,i_0626.jpg 
Some,29,HelveticaCentury,b,74,229,163,255,211,22,0,3,i_0626.jpg 
of,29,HelveticaCentury,b,174,227,205,254,212,23,0,3,i_0626.jpg 
it,29,HelveticaCentury,b,214,228,233,254,206,24,0,3,i_0626.jpg 
there,29,HelveticaCentury,b,263,227,345,255,210,26,0,3,i_0626.jpg 
are,29,HelveticaCentury,b,356,235,404,255,212,27,0,3,i_0626.jpg 
sedimentary,29,HelveticaCentury,b,415,227,613,262,211,28,0,3,i_0626.jpg 
and,29,HelveticaCentury,b,624,227,680,254,213,29,0,3,i_0626.jpg 
igneous,29,HelveticaCentury,b,694,228,817,263,211,30,0,3,i_0626.jpg 
rocks,29,HelveticaCentury,b,829,227,911,255,212,31,0,3,i_0626.jpg 
Some,29,HelveticaCentury,b,74,309,163,334,213,33,0,4,i_0626.jpg 
of,29,HelveticaCentury,b,174,307,205,334,213,34,0,4,i_0626.jpg 
it,29,HelveticaCentury,b,214,308,233,334,213,35,0,4,i_0626.jpg 
there,29,HelveticaCentury,b,263,307,345,334,213,37,0,4,i_0626.jpg 
are,29,HelveticaCentury,b,356,315,404,334,214,38,0,4,i_0626.jpg 
igneous,29,HelveticaCentury,b,416,308,538,343,211,39,0,4,i_0626.jpg 
and,29,HelveticaCentury,b,550,307,606,334,214,40,0,4,i_0626.jpg 
metamorphic,29,HelveticaCentury,b,620,307,832,342,211,41,0,4,i_0626.jpg 
rocks,29,HelveticaCentury,b,845,307,927,334,212,42,0,4,i_0626.jpg 
All,29,HelveticaCentury,b,73,387,111,414,157,43,1,5,i_0626.jpg 
of,29,HelveticaCentury,b,122,387,153,414,212,44,1,5,i_0626.jpg 
it,29,HelveticaCentury,b,162,388,182,414,210,45,1,5,i_0626.jpg 
there,29,HelveticaCentury,b,210,387,293,414,213,47,1,5,i_0626.jpg 
are,29,HelveticaCentury,b,304,395,352,414,214,48,1,5,i_0626.jpg 
sedimentary,29,HelveticaCentury,b,363,387,569,422,205,49,1,5,i_0626.jpg 
metamorphic,29,HelveticaCentury,b,75,435,288,470,211,50,1,6,i_0626.jpg 
rocks,29,HelveticaCentury,b,300,435,382,462,212,51,1,6,i_0626.jpg 
igneous,29,HelveticaCentury,b,581,388,704,423,213,52,2,7,i_0626.jpg 
and,29,HelveticaCentury,b,715,387,771,414,213,53,2,7,i_0626.jpg 
Resume,11,Helvetica,b,695,732,741,741,206,65,7,15,i_0626.jpg 
Showti,10,Helvetica,r,767,681,806,692,76,67,9,17,i_0626.jpg 
Correct,10,Helvetica,r,824,682,861,690,38,69,9,17,i_0626.jpg 
Answer,10,Helvetica,r,864,682,900,690,186,70,9,17,i_0626.jpg 
correct,12,Helvetica,r,826,719,894,749,28,72,11,19,i_0626.jpg 
Responses,11,Helvetica,b,947,729,1009,741,200,74,11,19,i_0626.jpg 
of,30,Century,b,176,20,207,47,211,0,0,0,i_0628.jpg 
the,30,Century,b,215,20,265,47,210,1,0,0,i_0628.jpg 
rock,30,Century,b,277,20,343,47,212,2,0,0,i_0628.jpg 
cycle,30,Century,b,354,20,432,55,206,3,0,0,i_0628.jpg 
is,30,Century,b,444,21,466,47,207,4,0,0,i_0628.jpg 
recorded,30,Century,b,478,20,616,47,212,5,0,0,i_0628.jpg 
in,30,Century,b,629,21,654,47,208,6,0,0,i_0628.jpg 
Texas,30,Century,b,666,22,752,47,207,7,0,0,i_0628.jpg 
None,30,Century,b,76,101,156,126,212,8,0,1,i_0628.jpg 
of,30,Century,b,168,99,199,126,212,9,0,1,i_0628.jpg 
it,30,Century,b,208,100,227,126,202,10,0,1,i_0628.jpg 
there,30,Century,b,256,99,338,126,212,12,0,1,i_0628.jpg 
are,30,Century,b,350,107,397,126,213,13,0,1,i_0628.jpg 
sedimentary,30,Century,b,408,99,614,134,202,14,0,1,i_0628.jpg 
igneous,30,Century,b,627,100,749,134,202,15,0,1,i_0628.jpg 
and,30,Century,b,761,99,816,126,214,16,0,1,i_0628.jpg 
metamorphic,29,HelveticaCentury,b,75,147,288,182,211,17,0,2,i_0628.jpg 
rocks,29,HelveticaCentury,b,300,147,382,175,213,18,0,2,i_0628.jpg 
Some,29,HelveticaCentury,b,74,229,163,255,212,20,0,3,i_0628.jpg 
of,29,HelveticaCentury,b,174,227,205,254,212,21,0,3,i_0628.jpg 
it,29,HelveticaCentury,b,214,228,233,254,210,22,0,3,i_0628.jpg 
there,29,HelveticaCentury,b,262,227,345,255,213,24,0,3,i_0628.jpg 
are,29,HelveticaCentury,b,356,235,404,255,213,25,0,3,i_0628.jpg 
sedimentary,29,HelveticaCentury,b,415,227,613,262,211,26,0,3,i_0628.jpg 
and,29,HelveticaCentury,b,624,227,680,254,214,27,0,3,i_0628.jpg 
igneous,29,HelveticaCentury,b,694,228,817,263,210,28,0,3,i_0628.jpg 
rocks,29,HelveticaCentury,b,829,227,911,254,213,29,0,3,i_0628.jpg 
Some,29,HelveticaCentury,b,74,309,163,334,214,31,0,4,i_0628.jpg 
of,29,HelveticaCentury,b,174,307,205,334,212,32,0,4,i_0628.jpg 
it,29,HelveticaCentury,b,214,308,233,334,209,33,0,4,i_0628.jpg 
there,29,HelveticaCentury,b,262,307,345,334,213,35,0,4,i_0628.jpg 
are,29,HelveticaCentury,b,356,315,404,334,214,36,0,4,i_0628.jpg 
igneous,29,HelveticaCentury,b,416,308,538,343,209,37,0,4,i_0628.jpg 
and,29,HelveticaCentury,b,550,307,606,334,214,38,0,4,i_0628.jpg 
metamorphic,29,HelveticaCentury,b,620,307,832,342,211,39,0,4,i_0628.jpg 
rocks,29,HelveticaCentury,b,845,307,927,334,212,40,0,4,i_0628.jpg 
All,29,HelveticaCentury,b,73,387,111,414,91,41,0,5,i_0628.jpg 
of,29,HelveticaCentury,b,122,386,153,414,213,42,0,5,i_0628.jpg 
it,29,HelveticaCentury,b,162,388,181,414,212,43,0,5,i_0628.jpg 
there,29,HelveticaCentury,b,210,387,293,414,213,45,0,5,i_0628.jpg 
are,29,HelveticaCentury,b,305,395,352,414,214,46,0,5,i_0628.jpg 
sedimentary,29,HelveticaCentury,b,363,387,569,422,201,47,0,5,i_0628.jpg 
igneous,29,HelveticaCentury,b,581,388,704,423,210,48,0,5,i_0628.jpg 
and,29,HelveticaCentury,b,715,387,771,414,214,49,0,5,i_0628.jpg 
metamorphic,29,HelveticaCentury,b,75,435,288,470,201,50,0,6,i_0628.jpg 
rocks,29,HelveticaCentury,b,300,435,382,462,212,51,0,6,i_0628.jpg 
Zoom,11,Helvetica,b,280,730,313,739,203,59,0,8,i_0628.jpg 
Resume,11,Helvetica,b,695,732,741,741,165,62,0,8,i_0628.jpg 
Correct,11,Helvetica,b,826,729,870,738,199,65,0,8,i_0628.jpg 
ar,10,Helvetica,bi,185,736,199,741,49,69,1,10,i_0628.jpg 
What,29,HelveticaCentury,r,10,20,91,47,212,0,0,0,i_0629.jpg 
part,29,HelveticaCentury,r,103,24,165,55,212,1,0,0,i_0629.jpg 
of,29,HelveticaCentury,r,176,20,207,47,210,2,0,0,i_0629.jpg 
the,29,HelveticaCentury,r,214,20,265,47,211,3,0,0,i_0629.jpg 
rock,29,HelveticaCentury,r,278,20,343,47,211,4,0,0,i_0629.jpg 
cycle,29,HelveticaCentury,r,354,20,432,55,208,5,0,0,i_0629.jpg 
is,29,HelveticaCentury,r,444,21,466,47,211,6,0,0,i_0629.jpg 
recorded,29,HelveticaCentury,r,478,20,616,47,212,7,0,0,i_0629.jpg 
in,29,HelveticaCentury,r,629,21,654,47,212,8,0,0,i_0629.jpg 
Texas,29,HelveticaCentury,r,666,22,752,47,207,9,0,0,i_0629.jpg 
Answered,20,HelveticaCentury,b,783,80,887,98,210,11,1,1,i_0629.jpg 
Correctly,20,HelveticaCentury,b,896,79,992,103,210,12,1,1,i_0629.jpg 
Someofittherearesedii,29,HelveticaCentury,r,74,232,486,259,42,16,2,3,i_0629.jpg 
Some,29,HelveticaCentury,r,74,314,163,339,211,18,2,4,i_0629.jpg 
of,29,HelveticaCentury,r,174,312,205,339,212,19,2,4,i_0629.jpg 
it,29,HelveticaCentury,r,214,313,233,339,212,20,2,4,i_0629.jpg 
