Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,LineId,RegionId,imageFile
Ptroxen,37,Times,b,240,549,441,595,219,3,2,3,i_1258.jpg 
tie,6,Helvetica,r,591,312,607,319,26,8,6,7,i_1258.jpg 
Pla,37,Times,b,367,121,435,155,131,7,5,6,i_1284.jpg 
gio,37,Times,b,439,120,500,166,142,8,5,6,i_1284.jpg 
Pfroxene,37,Times,b,261,550,465,595,26,9,6,7,i_1284.jpg 
Bowen,42,Times,bi,229,21,389,60,191,0,0,0,i_1287.jpg 
Reaction,42,Times,bi,445,21,652,60,208,2,2,2,i_1287.jpg 
Series,42,Times,bi,668,21,809,60,211,3,2,2,i_1287.jpg 
iv,8,Helvetica,r,89,583,102,589,20,5,4,4,i_1287.jpg 
rmperati,13,Helvetica,r,108,580,174,594,26,6,4,4,i_1287.jpg 
ircs,13,Helvetica,r,178,582,202,591,32,7,4,4,i_1287.jpg 
Fetsic,16,Helvetica,r,272,569,311,582,134,10,5,6,i_1287.jpg 
grariartiyolite,14,Times,r,233,586,344,602,24,11,5,7,i_1287.jpg 
Muscovite,16,Helvetica,r,677,583,747,595,130,12,6,8,i_1287.jpg 
mica,16,Helvetica,r,754,585,786,595,151,13,6,8,i_1287.jpg 
Quartz,14,Times,r,710,611,753,623,186,14,7,9,i_1287.jpg 
BOWEN,27,HelveticaCentury,b,234,131,375,156,198,16,9,11,i_1287.jpg 
Temperature,16,Helvetica,r,90,176,186,193,201,17,10,12,i_1287.jpg 
Regimes,16,Helvetica,r,106,194,171,212,184,18,10,13,i_1287.jpg 
Composition,16,Helvetica,r,245,176,339,193,186,21,13,16,i_1287.jpg 
rock,16,Helvetica,r,246,195,285,210,206,22,13,17,i_1287.jpg 
types,16,Helvetica,r,292,195,338,212,205,23,13,17,i_1287.jpg 
High,16,Helvetica,r,72,229,104,245,158,24,14,18,i_1287.jpg 
temperatures,16,Helvetica,r,111,230,206,245,198,25,14,18,i_1287.jpg 
1200C,16,Helvetica,r,119,248,176,262,101,27,14,19,i_1287.jpg 
REACTION,27,HelveticaCentury,b,447,131,653,156,211,28,15,20,i_1287.jpg 
SERIES,27,HelveticaCentury,b,681,131,830,156,212,29,15,20,i_1287.jpg 
Sequence,16,Helvetica,r,461,186,536,203,209,30,16,21,i_1287.jpg 
in,16,Helvetica,r,543,185,556,199,207,31,16,21,i_1287.jpg 
which,16,Helvetica,r,562,185,607,199,200,32,16,21,i_1287.jpg 
minerals,16,Helvetica,r,615,185,680,199,209,33,16,21,i_1287.jpg 
crystallize,16,Helvetica,r,687,185,767,203,158,35,18,23,i_1287.jpg 
from,16,Helvetica,r,774,186,806,199,206,36,19,24,i_1287.jpg 
magma,16,Helvetica,r,814,189,867,203,209,37,19,24,i_1287.jpg 
Mafic,16,Helvetica,r,273,363,310,376,60,38,20,25,i_1287.jpg 
gabbralbasafl,15,Helvetica,r,238,380,345,397,35,39,20,26,i_1287.jpg 
tntermediate,13,Helvetica,r,248,464,335,478,39,45,22,32,i_1287.jpg 
Potassium,16,Helvetica,r,665,553,736,566,192,47,23,34,i_1287.jpg 
feldspar,16,Helvetica,r,742,553,798,568,171,48,23,34,i_1287.jpg 
biotite,24,HelveticaCentury,b,438,25,520,46,112,0,0,0,i_1293.jpg 
Quartz,24,HelveticaCentury,b,789,30,871,50,202,1,1,1,i_1293.jpg 
Granite,46,Times,b,695,671,899,714,206,2,2,2,i_1293.jpg 
Fractional,46,Times,r,193,43,444,87,212,0,0,0,i_1353.jpg 
Crystallization,46,Times,r,464,43,829,99,212,1,0,0,i_1353.jpg 
Fluid,15,Helvetica,r,91,163,125,175,143,2,1,1,i_1353.jpg 
basaltic,15,Times,r,132,163,185,176,139,3,1,1,i_1353.jpg 
lava,15,Helvetica,r,108,183,135,195,193,4,1,2,i_1353.jpg 
flow,15,Helvetica,r,141,182,169,195,161,5,1,2,i_1353.jpg 
Magma,14,Helvetica,r,489,375,543,391,22,7,2,4,i_1353.jpg 
Cooling,15,Helvetica,r,381,460,433,476,171,9,2,5,i_1353.jpg 
of,15,Helvetica,r,439,461,451,473,202,10,2,5,i_1353.jpg 
the,15,Helvetica,r,457,461,478,473,208,11,2,5,i_1353.jpg 
magma,15,Helvetica,r,484,463,533,476,174,12,2,5,i_1353.jpg 
body,15,Helvetica,r,362,480,394,495,208,13,2,6,i_1353.jpg 
causes,15,Helvetica,r,400,482,448,492,208,14,2,6,i_1353.jpg 
crystals,14,Helvetica,r,454,479,508,495,202,15,2,6,i_1353.jpg 
of,15,Helvetica,r,514,480,526,492,199,16,2,6,i_1353.jpg 
olivine,15,Helvetica,r,362,498,413,512,103,17,2,7,i_1353.jpg 
pyroxene,15,Helvetica,r,419,502,486,514,28,18,2,7,i_1353.jpg 
and,15,Helvetica,r,492,499,516,511,210,19,2,7,i_1353.jpg 
calciumrich,15,Helvetica,r,362,518,450,530,121,20,2,8,i_1353.jpg 
plagioclase,15,Helvetica,r,456,517,536,533,125,21,2,8,i_1353.jpg 
to,15,Helvetica,r,361,537,374,549,212,22,2,9,i_1353.jpg 
form,15,Helvetica,r,380,536,410,549,210,23,2,9,i_1353.jpg 
and,15,Helvetica,r,416,536,440,549,210,24,2,9,i_1353.jpg 
settle,15,Helvetica,r,447,536,484,549,202,25,2,9,i_1353.jpg 
out,15,Helvetica,r,490,537,515,551,182,26,2,9,i_1353.jpg 
or,15,Helvetica,r,522,539,535,549,208,27,2,9,i_1353.jpg 
crystallize,15,Helvetica,r,362,555,434,571,200,28,2,10,i_1353.jpg 
along,15,Helvetica,r,440,556,478,571,208,29,2,10,i_1353.jpg 
the,15,Helvetica,r,483,556,504,568,210,30,2,10,i_1353.jpg 
magma,15,Helvetica,r,362,577,411,590,210,31,2,11,i_1353.jpg 
bodys,15,Helvetica,r,417,575,460,590,126,32,2,11,i_1353.jpg 
cool,15,Helvetica,r,466,575,495,587,211,33,2,11,i_1353.jpg 
margins,15,Helvetica,r,362,593,421,609,190,34,2,12,i_1353.jpg 
The,15,Helvetica,r,695,461,719,473,210,36,3,13,i_1353.jpg 
remaining,15,Helvetica,r,726,460,794,476,166,37,3,13,i_1353.jpg 
melt,15,Helvetica,r,801,461,830,473,208,38,3,13,i_1353.jpg 
will,15,Helvetica,r,836,460,859,473,144,39,3,13,i_1353.jpg 
be,15,Helvetica,r,866,461,882,472,199,40,3,13,i_1353.jpg 
enriched,15,Helvetica,r,888,461,949,473,192,41,3,13,i_1353.jpg 
with,15,Helvetica,r,676,479,704,492,197,42,3,14,i_1353.jpg 
silica,15,Helvetica,r,711,479,752,494,179,43,3,14,i_1353.jpg 
and,15,Helvetica,r,759,480,783,492,197,44,3,14,i_1353.jpg 
should,15,Helvetica,r,790,480,834,492,203,45,3,14,i_1353.jpg 
subsequent,15,Helvetica,r,854,480,933,495,207,47,3,14,i_1353.jpg 
eruption,15,Helvetica,r,676,498,733,514,199,48,3,15,i_1353.jpg 
occur,15,Helvetica,r,739,502,781,513,202,49,3,15,i_1353.jpg 
the,15,Helvetica,r,787,499,808,511,209,50,3,15,i_1353.jpg 
rocks,15,Helvetica,r,814,499,851,511,201,51,3,15,i_1353.jpg 
generated,15,Helvetica,r,858,499,927,514,206,52,3,15,i_1353.jpg 
will,15,Helvetica,r,932,498,957,511,186,53,3,15,i_1353.jpg 
be,15,Helvetica,r,676,518,692,530,206,54,3,16,i_1353.jpg 
more,15,Helvetica,r,698,520,732,530,212,55,3,16,i_1353.jpg 
silicarich,15,Helvetica,r,738,517,809,530,200,56,3,16,i_1353.jpg 
and,15,Helvetica,r,815,518,839,530,208,57,3,16,i_1353.jpg 
closer,15,Helvetica,r,845,518,888,530,209,58,3,16,i_1353.jpg 
to,15,Helvetica,r,893,519,906,530,209,59,3,16,i_1353.jpg 
the,15,Helvetica,r,912,518,932,530,210,60,3,16,i_1353.jpg 
felsic,15,Helvetica,r,676,536,713,549,37,61,3,17,i_1353.jpg 
granitic,15,Helvetica,r,720,536,784,552,96,62,3,17,i_1353.jpg 
end,15,Helvetica,r,790,536,815,549,206,63,3,17,i_1353.jpg 
of,15,Helvetica,r,821,536,833,549,207,64,3,17,i_1353.jpg 
the,15,Helvetica,r,838,536,859,549,210,65,3,17,i_1353.jpg 
compositional,15,Helvetica,r,865,536,962,552,179,66,3,17,i_1353.jpg 
range,15,Helvetica,r,676,558,715,571,206,67,3,18,i_1353.jpg 
than,15,Helvetica,r,720,556,750,568,208,68,3,18,i_1353.jpg 
the,15,Helvetica,r,756,556,776,568,210,69,3,18,i_1353.jpg 
initial,15,Helvetica,r,783,555,822,568,190,70,3,18,i_1353.jpg 
magma,15,Helvetica,r,829,559,881,571,203,71,3,18,i_1353.jpg 
magma,15,Helvetica,r,84,463,132,476,199,74,4,19,i_1353.jpg 
having,15,Helvetica,r,139,461,184,476,206,75,4,19,i_1353.jpg 
matic,15,Helvetica,r,204,460,240,473,42,77,4,19,i_1353.jpg 
basaltic,15,Helvetica,r,246,461,312,474,163,78,4,19,i_1353.jpg 
composition,15,Helvetica,r,51,479,135,495,103,79,4,20,i_1353.jpg 
erupts,15,Helvetica,r,141,480,183,495,201,80,4,20,i_1353.jpg 
fluid,15,Helvetica,r,189,479,218,492,195,81,4,20,i_1353.jpg 
basaltic,15,Helvetica,r,224,479,279,492,175,82,4,20,i_1353.jpg 
lavas,15,Helvetica,r,286,480,325,492,160,83,4,20,i_1353.jpg 
Solki,14,Times,r,696,399,730,412,45,86,7,23,i_1353.jpg 
rock,15,Times,r,698,418,727,431,105,87,7,24,i_1353.jpg 
Calciumrich,14,Helvetica,r,564,552,644,564,133,89,8,26,i_1353.jpg 
