Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,RegionId,LineId,imageFile
vs,42,HelveticaCentury,i,376,112,431,138,192,4,1,2,i_0680.jpg 
bacteriochiorophyll,42,HelveticaCentury,i,450,100,896,148,88,5,1,2,i_0680.jpg 
cyanobacteria,34,HelveticaCentury,r,316,291,583,332,114,7,1,4,i_0680.jpg 
have,34,HelveticaCentury,r,601,291,687,324,212,8,1,4,i_0680.jpg 
peak,34,HelveticaCentury,r,704,291,793,332,213,9,1,4,i_0680.jpg 
light,34,HelveticaCentury,r,808,291,888,332,207,10,1,4,i_0680.jpg 
in,34,HelveticaCentury,r,557,349,587,380,200,11,1,5,i_0680.jpg 
the,34,HelveticaCentury,r,601,348,663,380,213,12,1,5,i_0680.jpg 
red,34,HelveticaCentury,r,680,347,738,380,212,13,1,5,i_0680.jpg 
and,34,HelveticaCentury,r,755,347,823,380,212,14,1,5,i_0680.jpg 
blue,34,HelveticaCentury,r,840,347,919,380,205,15,1,5,i_0680.jpg 
green,34,HelveticaCentury,r,586,415,693,446,206,16,1,6,i_0680.jpg 
Chanr,34,HelveticaCentury,r,1565,138,1681,171,110,22,3,12,i_0680.jpg 
Greensulfur,34,HelveticaCentury,r,1215,826,1427,854,190,24,4,13,i_0680.jpg 
phototrophic,34,HelveticaCentury,r,1216,875,1438,910,138,25,4,14,i_0680.jpg 
bacteria,34,HelveticaCentury,r,1449,875,1582,903,204,26,4,14,i_0680.jpg 
Purple,34,HelveticaCentury,r,1216,924,1322,959,205,28,4,15,i_0680.jpg 
nonsulfur,34,HelveticaCentury,r,1336,924,1512,953,169,29,4,15,i_0680.jpg 
bacteria,34,HelveticaCentury,r,1216,974,1349,1002,202,30,4,16,i_0680.jpg 
Chiorophylls,34,HelveticaCentury,r,316,234,551,275,112,31,5,17,i_0680.jpg 
of,34,HelveticaCentury,r,681,234,719,266,211,37,7,21,i_0680.jpg 
plants,34,HelveticaCentury,r,733,234,846,275,212,38,7,21,i_0680.jpg 
Chlorophyll,13,Helvetica,r,1305,92,1409,108,189,39,8,22,i_0680.jpg 
peaks,13,Helvetica,r,1416,93,1470,108,198,40,8,22,i_0680.jpg 
absorptions,34,HelveticaCentury,r,316,347,541,388,125,43,11,25,i_0680.jpg 
range,34,HelveticaCentury,r,317,415,421,446,209,44,12,26,i_0680.jpg 
reflect,34,HelveticaCentury,r,438,404,573,446,202,45,13,27,i_0680.jpg 
rA,5,Helvetica,r,1149,261,1159,271,38,46,14,28,i_0680.jpg 
light,34,HelveticaCentury,r,711,404,815,446,194,47,15,29,i_0680.jpg 
Chlorophyll,13,Helvetica,r,1305,92,1409,108,180,4,2,2,i_0704.jpg 
peaks,13,Helvetica,r,1416,93,1470,108,196,5,2,2,i_0704.jpg 
Greensulfur,31,HelveticaCentury,r,1215,826,1427,854,190,6,3,3,i_0704.jpg 
phototrophic,31,HelveticaCentury,r,1216,875,1438,910,138,7,4,4,i_0704.jpg 
bacteria,31,HelveticaCentury,r,1449,875,1582,903,204,8,4,4,i_0704.jpg 
PM,22,HelveticaCentury,r,1603,1015,1637,1034,209,10,5,5,i_0704.jpg 
Purple,31,HelveticaCentury,r,1216,924,1322,959,205,11,6,6,i_0704.jpg 
nonsulfur,31,HelveticaCentury,r,1336,924,1512,953,169,12,6,6,i_0704.jpg 
Absorption,38,HelveticaCentury,i,265,32,519,81,210,13,7,7,i_0704.jpg 
spectra,38,HelveticaCentury,i,534,37,719,80,204,14,7,7,i_0704.jpg 
chlorophyll,38,HelveticaCentury,i,747,32,1002,80,212,15,7,7,i_0704.jpg 
vs,38,HelveticaCentury,i,376,112,431,138,192,16,7,8,i_0704.jpg 
bacteriochiorophyll,38,HelveticaCentury,i,450,100,896,148,88,17,7,8,i_0704.jpg 
Chiorophylls,33,HelveticaCentury,r,316,234,551,275,112,18,8,9,i_0704.jpg 
of,33,HelveticaCentury,r,681,234,719,266,211,22,10,11,i_0704.jpg 
plants,33,HelveticaCentury,r,733,234,846,275,212,23,10,11,i_0704.jpg 
cyanobacteria,33,HelveticaCentury,r,316,291,583,332,114,24,11,12,i_0704.jpg 
have,33,HelveticaCentury,r,601,291,687,324,212,25,11,12,i_0704.jpg 
peak,33,HelveticaCentury,r,704,291,793,332,212,26,11,12,i_0704.jpg 
light,33,HelveticaCentury,r,808,291,888,332,210,27,11,12,i_0704.jpg 
absorptions,33,HelveticaCentury,r,316,347,541,388,133,38,15,23,i_0704.jpg 
in,33,HelveticaCentury,r,557,349,587,380,185,39,15,23,i_0704.jpg 
the,33,HelveticaCentury,r,601,348,663,380,214,40,15,23,i_0704.jpg 
red,33,HelveticaCentury,r,680,347,738,380,212,41,15,23,i_0704.jpg 
range,33,HelveticaCentury,r,317,415,421,446,212,42,16,24,i_0704.jpg 
reflect,33,HelveticaCentury,r,438,404,573,446,209,43,16,24,i_0704.jpg 
green,33,HelveticaCentury,r,586,415,693,446,212,44,16,24,i_0704.jpg 
light,33,HelveticaCentury,r,711,404,815,446,200,45,16,24,i_0704.jpg 
and,33,HelveticaCentury,r,755,347,823,380,213,46,17,25,i_0704.jpg 
blue,33,HelveticaCentury,r,840,347,919,380,209,47,17,25,i_0704.jpg 
1k,25,HelveticaCentury,r,913,1056,936,1079,66,54,19,28,i_0704.jpg 
Absorption,42,HelveticaCentury,i,265,32,519,81,210,1,1,1,i_0705.jpg 
spectra,42,HelveticaCentury,i,534,37,719,80,204,2,1,1,i_0705.jpg 
chlorophyll,42,HelveticaCentury,i,747,32,1002,80,212,3,1,1,i_0705.jpg 
vs,42,HelveticaCentury,i,376,112,431,138,192,4,1,2,i_0705.jpg 
bacteriochiorophyll,42,HelveticaCentury,i,450,100,896,148,88,5,1,2,i_0705.jpg 
cyanobacteria,34,HelveticaCentury,r,316,291,583,332,114,7,1,4,i_0705.jpg 
have,34,HelveticaCentury,r,601,291,687,324,212,8,1,4,i_0705.jpg 
peak,34,HelveticaCentury,r,704,291,793,332,213,9,1,4,i_0705.jpg 
light,34,HelveticaCentury,r,808,291,888,332,207,10,1,4,i_0705.jpg 
absorptions,34,HelveticaCentury,r,316,347,541,388,45,11,1,5,i_0705.jpg 
in,34,HelveticaCentury,r,557,349,587,380,196,12,1,5,i_0705.jpg 
the,34,HelveticaCentury,r,601,348,663,380,213,13,1,5,i_0705.jpg 
red,34,HelveticaCentury,r,680,347,738,380,212,14,1,5,i_0705.jpg 
green,34,HelveticaCentury,r,586,415,693,446,206,15,1,6,i_0705.jpg 
Greensulfur,34,HelveticaCentury,r,1215,826,1427,854,190,23,3,13,i_0705.jpg 
phototrophic,34,HelveticaCentury,r,1216,875,1438,910,151,24,3,14,i_0705.jpg 
bacteria,34,HelveticaCentury,r,1449,875,1582,903,204,25,3,14,i_0705.jpg 
Purple,34,HelveticaCentury,r,1216,924,1322,959,205,27,3,15,i_0705.jpg 
nonsulfur,34,HelveticaCentury,r,1336,924,1512,953,169,28,3,15,i_0705.jpg 
bacteria,34,HelveticaCentury,r,1215,973,1349,1002,186,29,3,16,i_0705.jpg 
Chiorophylls,34,HelveticaCentury,r,316,234,551,275,112,30,4,17,i_0705.jpg 
of,34,HelveticaCentury,r,681,234,719,266,211,35,6,20,i_0705.jpg 
plants,34,HelveticaCentury,r,733,234,846,275,212,36,6,20,i_0705.jpg 
Chlorophyll,13,Helvetica,r,1305,92,1409,108,189,37,7,21,i_0705.jpg 
peaks,13,Helvetica,r,1416,93,1470,108,198,38,7,21,i_0705.jpg 
range,34,HelveticaCentury,r,317,415,421,446,209,41,10,24,i_0705.jpg 
reflect,34,HelveticaCentury,r,438,404,573,446,202,43,12,26,i_0705.jpg 
and,34,HelveticaCentury,r,755,347,823,380,213,44,13,27,i_0705.jpg 
blue,34,HelveticaCentury,r,840,347,919,380,212,45,13,27,i_0705.jpg 
light,34,HelveticaCentury,r,711,404,815,446,194,46,14,28,i_0705.jpg 
cyanobacteria,33,HelveticaCentury,r,316,291,583,332,114,7,2,7,i_0706.jpg 
have,33,HelveticaCentury,r,601,291,687,324,212,8,2,7,i_0706.jpg 
peak,33,HelveticaCentury,r,704,291,793,332,213,9,2,7,i_0706.jpg 
light,33,HelveticaCentury,r,808,291,888,332,208,10,2,7,i_0706.jpg 
absorptions,33,HelveticaCentury,r,316,347,541,388,48,11,2,8,i_0706.jpg 
in,33,HelveticaCentury,r,557,349,587,380,195,12,2,8,i_0706.jpg 
the,33,HelveticaCentury,r,601,348,663,380,213,13,2,8,i_0706.jpg 
red,33,HelveticaCentury,r,680,347,738,380,212,14,2,8,i_0706.jpg 
green,33,HelveticaCentury,r,586,415,693,446,206,15,3,9,i_0706.jpg 
bacteriochiorophylls,33,HelveticaCentury,r,395,871,762,909,82,29,5,22,i_0706.jpg 
augmented,33,HelveticaCentury,r,775,871,977,909,211,30,5,22,i_0706.jpg 
with,33,HelveticaCentury,r,393,924,472,954,210,31,5,23,i_0706.jpg 
accessory,33,HelveticaCentury,r,486,932,667,962,209,32,5,23,i_0706.jpg 
carotenoid,33,HelveticaCentury,r,680,924,873,954,193,33,5,23,i_0706.jpg 
pigments,33,HelveticaCentury,r,395,976,559,1014,211,34,5,24,i_0706.jpg 
absorb,33,HelveticaCentury,r,573,975,708,1014,206,35,5,24,i_0706.jpg 
green,33,HelveticaCentury,r,720,985,821,1014,211,36,5,24,i_0706.jpg 
light,33,HelveticaCentury,r,836,975,925,1014,207,37,5,24,i_0706.jpg 
phototrophic,33,HelveticaCentury,r,1216,875,1438,910,172,38,6,25,i_0706.jpg 
bacteria,33,HelveticaCentury,r,1449,875,1582,903,209,39,6,25,i_0706.jpg 
Purple,33,HelveticaCentury,r,1216,924,1322,959,205,40,6,26,i_0706.jpg 
nonsulfur,33,HelveticaCentury,r,1336,924,1512,953,96,41,6,26,i_0706.jpg 
bacteria,33,HelveticaCentury,r,1216,974,1349,1002,202,42,6,27,i_0706.jpg 
Absorption,42,HelveticaCentury,i,265,32,519,81,210,43,7,28,i_0706.jpg 
spectra,42,HelveticaCentury,i,534,37,719,80,204,44,7,28,i_0706.jpg 
chlorophyll,42,HelveticaCentury,i,747,32,1002,80,212,45,7,28,i_0706.jpg 
vs,42,HelveticaCentury,i,376,112,431,138,192,46,7,29,i_0706.jpg 
bacteriochiorophyll,42,HelveticaCentury,i,450,100,896,148,88,47,7,29,i_0706.jpg 
Chiorophylls,33,HelveticaCentury,r,316,234,551,275,112,49,8,30,i_0706.jpg 
of,33,HelveticaCentury,r,681,234,719,266,211,53,8,30,i_0706.jpg 
plants,33,HelveticaCentury,r,733,234,846,275,212,54,8,30,i_0706.jpg 
Chlorophyll,13,Helvetica,r,1305,92,1409,108,189,56,9,31,i_0706.jpg 
peaks,13,Helvetica,r,1416,93,1470,108,197,57,9,31,i_0706.jpg 
and,33,HelveticaCentury,r,755,347,823,380,212,59,11,33,i_0706.jpg 
blue,33,HelveticaCentury,r,840,347,919,380,203,60,11,33,i_0706.jpg 
range,33,HelveticaCentury,r,317,415,421,446,211,61,11,34,i_0706.jpg 
reflect,33,HelveticaCentury,r,438,404,573,446,204,62,11,34,i_0706.jpg 
light,33,HelveticaCentury,r,711,404,815,446,194,63,11,34,i_0706.jpg 
Bacteriochlorophylls,33,HelveticaCentury,r,324,547,725,588,27,65,11,35,i_0706.jpg 
have,33,HelveticaCentury,r,741,547,827,580,212,66,11,35,i_0706.jpg 
peak,33,HelveticaCentury,r,844,547,933,588,213,67,11,35,i_0706.jpg 
absorptions,33,HelveticaCentury,r,323,605,548,646,134,68,11,36,i_0706.jpg 
of,33,HelveticaCentury,r,563,605,601,637,211,69,11,36,i_0706.jpg 
light,33,HelveticaCentury,r,615,605,695,646,208,70,11,36,i_0706.jpg 
outside,33,HelveticaCentury,r,709,605,854,637,210,71,11,36,i_0706.jpg 
the,33,HelveticaCentury,r,867,605,929,637,211,72,11,36,i_0706.jpg 
range,33,HelveticaCentury,r,325,671,428,702,212,73,11,37,i_0706.jpg 
of,33,HelveticaCentury,r,443,661,481,694,213,74,11,37,i_0706.jpg 
chlorophyll,33,HelveticaCentury,r,494,661,716,702,191,75,11,37,i_0706.jpg 
Present,33,HelveticaCentury,r,395,744,530,772,212,77,11,38,i_0706.jpg 
in,33,HelveticaCentury,r,544,743,573,772,211,78,11,38,i_0706.jpg 
anaerobic,33,HelveticaCentury,r,587,743,764,773,212,79,11,38,i_0706.jpg 
phototrophs,33,HelveticaCentury,r,778,743,1001,781,192,80,11,38,i_0706.jpg 
noxygenic,33,HelveticaCentury,r,431,793,621,833,201,82,11,39,i_0706.jpg 
Bactoriochiorophyll,13,Times,r,1316,383,1493,398,41,83,12,40,i_0706.jpg 
peaks,13,Helvetica,r,1501,383,1555,398,186,84,12,40,i_0706.jpg 
Carotonoid,13,Helvetica,r,1390,509,1493,522,38,85,13,41,i_0706.jpg 
peak,13,Helvetica,r,1391,530,1434,545,151,86,14,42,i_0706.jpg 
Wavelength,13,Helvetica,r,1328,744,1438,760,184,90,17,45,i_0706.jpg 
Greensulfur,33,HelveticaCentury,r,1215,826,1427,854,190,91,17,46,i_0706.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,218,0,0,0,i_0815.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,219,1,0,0,i_0815.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,219,2,0,0,i_0815.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,218,3,0,0,i_0815.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,167,4,0,0,i_0815.jpg 
hg,32,HelveticaCentury,r,326,441,365,476,207,0,0,0,i_0816.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,218,1,1,1,i_0816.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,219,2,1,1,i_0816.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,219,3,1,1,i_0816.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,217,4,1,1,i_0816.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,167,5,1,1,i_0816.jpg 
ATP,32,HelveticaCentury,r,641,597,697,625,214,14,10,10,i_0816.jpg 
synthase,32,HelveticaCentury,r,709,596,844,632,219,15,10,10,i_0816.jpg 
ATP,32,HelveticaCentury,r,642,648,697,676,214,16,11,11,i_0816.jpg 
formation,32,HelveticaCentury,r,708,647,862,676,218,17,11,11,i_0816.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,211,0,0,0,i_0823.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,210,1,0,0,i_0823.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,151,2,0,0,i_0823.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,134,3,0,0,i_0823.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,30,4,0,0,i_0823.jpg 
photolysis,32,HelveticaCentury,r,296,729,452,766,64,7,3,3,i_0823.jpg 
H20,32,HelveticaCentury,r,343,787,401,826,35,8,3,4,i_0823.jpg 
2e,32,HelveticaCentury,r,419,787,465,815,24,9,3,4,i_0823.jpg 
2W,32,HelveticaCentury,r,303,896,379,926,24,11,3,6,i_0823.jpg 
Lightdriven,49,HelveticaCentury,r,287,955,595,1011,189,12,4,7,i_0823.jpg 
oxidation,49,HelveticaCentury,r,318,1032,561,1078,201,13,4,8,i_0823.jpg 
hg,32,HelveticaCentury,r,326,441,365,476,39,17,8,12,i_0823.jpg 
ATP,32,HelveticaCentury,r,641,597,697,625,201,20,11,15,i_0823.jpg 
synthase,32,HelveticaCentury,r,709,596,844,632,178,21,11,15,i_0823.jpg 
ATP,32,HelveticaCentury,r,642,648,697,676,196,22,12,16,i_0823.jpg 
formation,32,HelveticaCentury,r,708,647,862,676,211,23,12,16,i_0823.jpg 
photo,32,HelveticaCentury,r,296,629,386,666,206,0,0,0,i_0824.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,211,2,1,2,i_0824.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,210,3,1,2,i_0824.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,151,4,1,2,i_0824.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,134,5,1,2,i_0824.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,30,6,1,2,i_0824.jpg 
Lightdriven,50,HelveticaCentury,r,287,910,595,966,200,11,6,7,i_0824.jpg 
oxidation,50,HelveticaCentury,r,318,987,561,1032,202,12,6,8,i_0824.jpg 
hg,32,HelveticaCentury,r,326,441,365,476,39,17,11,13,i_0824.jpg 
ATP,32,HelveticaCentury,r,641,597,697,625,201,20,14,16,i_0824.jpg 
synthase,32,HelveticaCentury,r,709,596,844,632,178,21,14,16,i_0824.jpg 
ATP,32,HelveticaCentury,r,642,648,697,676,196,22,15,17,i_0824.jpg 
formation,32,HelveticaCentury,r,708,647,862,676,211,23,15,17,i_0824.jpg 
hg,32,HelveticaCentury,r,326,441,365,476,207,0,0,0,i_0825.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,218,1,1,1,i_0825.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,219,2,1,1,i_0825.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,219,3,1,1,i_0825.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,217,4,1,1,i_0825.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,167,5,1,1,i_0825.jpg 
ATP,32,HelveticaCentury,r,641,597,697,625,214,14,10,10,i_0825.jpg 
synthase,32,HelveticaCentury,r,709,596,844,632,215,15,10,10,i_0825.jpg 
ATP,32,HelveticaCentury,r,642,648,697,676,214,16,11,11,i_0825.jpg 
formation,32,HelveticaCentury,r,708,647,862,676,219,17,11,11,i_0825.jpg 
photo,32,HelveticaCentury,r,296,629,386,666,206,0,0,0,i_0896.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,211,1,1,1,i_0896.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,210,2,1,1,i_0896.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,151,3,1,1,i_0896.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,134,4,1,1,i_0896.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,30,5,1,1,i_0896.jpg 
2W,32,HelveticaCentury,r,303,798,355,826,106,9,5,5,i_0896.jpg 
Lightdriven,50,HelveticaCentury,r,287,910,595,966,200,10,5,6,i_0896.jpg 
oxidation,50,HelveticaCentury,r,318,987,561,1032,202,11,5,7,i_0896.jpg 
hg,32,HelveticaCentury,r,326,441,365,476,39,14,7,10,i_0896.jpg 
photo,31,HelveticaCentury,r,296,629,386,666,206,0,0,0,i_0919.jpg 
Oxygenic,31,HelveticaCentury,r,392,51,532,87,211,2,1,2,i_0919.jpg 
photosynthesis,31,HelveticaCentury,r,543,50,779,87,210,3,1,2,i_0919.jpg 
cya,31,HelveticaCentury,r,791,49,850,87,151,4,1,2,i_0919.jpg 
nobacteria,31,HelveticaCentury,r,855,49,1031,87,134,5,1,2,i_0919.jpg 
H20PS2PS1NADP,31,HelveticaCentury,r,1052,48,1378,91,30,6,1,2,i_0919.jpg 
eNADP,31,HelveticaCentury,r,964,146,992,167,81,8,3,4,i_0919.jpg 
Light,31,HelveticaCentury,r,1136,476,1208,512,188,9,4,5,i_0919.jpg 
NADPH,31,HelveticaCentury,r,1232,391,1342,418,194,10,5,6,i_0919.jpg 
Lightd,47,HelveticaCentury,r,287,910,460,967,44,11,6,7,i_0919.jpg 
riven,50,HelveticaCentury,r,468,910,595,955,211,12,6,7,i_0919.jpg 
oxidation,50,HelveticaCentury,r,318,987,561,1032,207,13,6,8,i_0919.jpg 
photo,32,HelveticaCentury,r,296,629,386,666,206,0,0,0,i_0955.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,211,2,1,2,i_0955.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,210,3,1,2,i_0955.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,151,4,1,2,i_0955.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,134,5,1,2,i_0955.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,30,6,1,2,i_0955.jpg 
Lightd,47,HelveticaCentury,r,287,910,460,967,44,10,5,6,i_0955.jpg 
riven,50,HelveticaCentury,r,468,910,595,955,211,11,5,6,i_0955.jpg 
oxidation,50,HelveticaCentury,r,318,987,561,1032,207,12,5,7,i_0955.jpg 
photo,31,HelveticaCentury,r,296,629,386,666,206,0,0,0,i_0956.jpg 
Oxygenic,31,HelveticaCentury,r,392,51,532,87,211,2,1,2,i_0956.jpg 
photosynthesis,31,HelveticaCentury,r,543,50,779,87,210,3,1,2,i_0956.jpg 
cya,31,HelveticaCentury,r,791,49,850,87,151,4,1,2,i_0956.jpg 
nobacteria,31,HelveticaCentury,r,855,49,1031,87,134,5,1,2,i_0956.jpg 
H20PS2PS1NADP,31,HelveticaCentury,r,1052,48,1378,91,30,6,1,2,i_0956.jpg 
eNADP,31,HelveticaCentury,r,964,146,992,167,70,8,3,4,i_0956.jpg 
Light,31,HelveticaCentury,r,1136,476,1208,512,183,9,4,5,i_0956.jpg 
NADPH,31,HelveticaCentury,r,1232,391,1342,418,193,10,5,6,i_0956.jpg 
CO2,45,HelveticaCentury,r,1442,524,1510,576,120,11,6,7,i_0956.jpg 
fixation,45,HelveticaCentury,r,1522,521,1664,562,212,12,6,7,i_0956.jpg 
Lightd,45,HelveticaCentury,r,287,910,460,967,44,13,7,8,i_0956.jpg 
riven,50,HelveticaCentury,r,468,910,595,955,211,14,7,8,i_0956.jpg 
oxidation,50,HelveticaCentury,r,318,987,561,1032,207,15,7,9,i_0956.jpg 
NA,24,HelveticaCentury,r,1073,233,1111,261,160,21,12,15,i_0956.jpg 
Oxygenic,33,HelveticaCentury,r,321,33,498,72,211,1,0,0,i_1029.jpg 
pathway,33,HelveticaCentury,r,546,31,725,72,205,3,0,0,i_1029.jpg 
PS,33,HelveticaCentury,r,753,34,794,64,111,4,0,0,i_1029.jpg 
and,33,HelveticaCentury,r,832,31,899,64,212,6,0,0,i_1029.jpg 
PS,33,HelveticaCentury,r,917,34,958,64,193,7,0,0,i_1029.jpg 
II,33,HelveticaCentury,r,974,34,1004,71,25,8,0,0,i_1029.jpg 
water,33,HelveticaCentury,r,1019,35,1128,64,212,9,0,0,i_1029.jpg 
is,33,HelveticaCentury,r,1144,32,1168,64,204,10,0,0,i_1029.jpg 
photolyzed,33,HelveticaCentury,r,1184,31,1392,72,173,11,0,0,i_1029.jpg 
forming,33,HelveticaCentury,r,1408,31,1557,72,211,12,0,0,i_1029.jpg 
Cyanobacteria,33,HelveticaCentury,r,384,97,639,135,148,15,0,1,i_1029.jpg 
Oxygenic,33,HelveticaCentury,r,321,33,498,72,211,1,0,0,i_1030.jpg 
pathway,33,HelveticaCentury,r,546,31,725,72,205,3,0,0,i_1030.jpg 
Cyanobacteria,33,HelveticaCentury,r,384,97,639,135,148,5,0,1,i_1030.jpg 
PS,34,HelveticaCentury,r,753,34,794,64,103,6,1,2,i_1030.jpg 
and,34,HelveticaCentury,r,832,31,899,64,212,8,2,3,i_1030.jpg 
PS,34,HelveticaCentury,r,917,34,958,64,193,9,2,3,i_1030.jpg 
II,34,HelveticaCentury,r,974,34,1004,71,25,10,2,3,i_1030.jpg 
water,34,HelveticaCentury,r,1019,35,1128,64,212,11,2,3,i_1030.jpg 
is,34,HelveticaCentury,r,1144,32,1168,64,204,12,2,3,i_1030.jpg 
photolyzed,34,HelveticaCentury,r,1184,31,1392,72,173,13,2,3,i_1030.jpg 
forming,34,HelveticaCentury,r,1408,31,1557,72,211,14,2,3,i_1030.jpg 
Photons,19,Helvetica,r,317,235,407,253,208,17,3,4,i_1030.jpg 
hvlight,19,Helvetica,r,298,264,381,287,28,18,3,5,i_1030.jpg 
2H20,19,Helvetica,r,414,271,471,296,29,19,3,5,i_1030.jpg 
Lumen,19,Helvetica,r,302,401,378,420,202,20,3,6,i_1030.jpg 
Psil,19,Helvetica,r,428,392,472,409,35,21,3,6,i_1030.jpg 
cytoplasm,19,Helvetica,r,302,616,436,639,158,22,4,7,i_1030.jpg 
Photolysis,33,HelveticaCentury,r,320,726,511,764,98,23,5,8,i_1030.jpg 
H20,33,HelveticaCentury,r,352,781,419,819,42,25,6,9,i_1030.jpg 
4W4e,33,HelveticaCentury,r,485,781,679,809,43,27,6,9,i_1030.jpg 
Proton,27,HelveticaCentury,r,509,187,615,213,205,30,8,11,i_1030.jpg 
4W02,19,Helvetica,r,590,267,681,294,27,31,8,12,i_1030.jpg 
4X2W,19,Helvetica,r,786,307,871,327,33,32,9,13,i_1030.jpg 
QH2,19,Helvetica,r,710,336,753,360,30,33,10,14,i_1030.jpg 
pool,19,Helvetica,r,715,365,763,388,130,34,10,15,i_1030.jpg 
FeS,19,Helvetica,r,842,406,879,423,169,35,11,16,i_1030.jpg 
Plastocyanin,19,Helvetica,r,966,344,1106,367,56,37,13,18,i_1030.jpg 
Cytc,21,HelveticaCentury,r,920,406,972,429,63,38,13,19,i_1030.jpg 
bf1,19,Helvetica,r,857,518,881,536,40,40,15,21,i_1030.jpg 
ItLl0,108,HelveticaCentury,r,968,448,1046,561,40,42,16,23,i_1030.jpg 
4X,19,Helvetica,r,736,637,774,654,106,43,17,24,i_1030.jpg 
Oxygenic,33,HelveticaCentury,r,321,33,498,72,211,1,0,0,i_1043.jpg 
pathway,33,HelveticaCentury,r,546,31,725,72,205,3,0,0,i_1043.jpg 
Cyanobacteria,33,HelveticaCentury,r,384,97,639,135,148,5,0,1,i_1043.jpg 
PS,34,HelveticaCentury,r,753,34,794,64,103,6,1,2,i_1043.jpg 
and,34,HelveticaCentury,r,832,31,899,64,212,8,2,3,i_1043.jpg 
PS,34,HelveticaCentury,r,917,34,958,64,152,9,2,3,i_1043.jpg 
II,34,HelveticaCentury,r,974,34,1004,71,25,10,2,3,i_1043.jpg 
water,34,HelveticaCentury,r,1019,35,1128,64,212,11,2,3,i_1043.jpg 
is,34,HelveticaCentury,r,1144,32,1168,64,211,12,2,3,i_1043.jpg 
photolyzed,34,HelveticaCentury,r,1184,31,1392,72,173,13,2,3,i_1043.jpg 
form,34,HelveticaCentury,r,1408,31,1497,64,211,14,2,3,i_1043.jpg 
ingO2,34,HelveticaCentury,r,1504,32,1616,75,31,15,3,4,i_1043.jpg 
Photons,19,Helvetica,r,317,235,407,253,209,17,4,5,i_1043.jpg 
Proton,28,HelveticaCentury,r,509,187,615,213,210,18,5,6,i_1043.jpg 
gradient,28,HelveticaCentury,r,628,186,764,219,204,19,5,6,i_1043.jpg 
hvlight,19,Helvetica,r,298,264,381,287,59,20,6,7,i_1043.jpg 
2H0,19,Helvetica,r,414,271,471,288,30,21,6,7,i_1043.jpg 
Lumen,19,Helvetica,r,302,402,378,420,201,23,6,8,i_1043.jpg 
P680,20,Times,r,518,409,573,428,95,24,6,8,i_1043.jpg 
4X2W,19,Helvetica,r,785,307,871,327,35,25,7,9,i_1043.jpg 
Photons,19,Helvetica,r,1126,240,1216,258,212,27,8,10,i_1043.jpg 
QH2,19,Helvetica,r,710,336,752,360,30,28,9,11,i_1043.jpg 
pool,19,Helvetica,r,715,365,763,388,189,29,9,12,i_1043.jpg 
by,19,Helvetica,r,1107,268,1132,286,186,30,10,13,i_1043.jpg 
light,19,Helvetica,r,1140,268,1191,291,207,31,10,13,i_1043.jpg 
Plastocyanin,19,Helvetica,r,966,344,1106,366,40,32,11,14,i_1043.jpg 
